Timestamp,Sonar_Dist_cm,IR_Left,IR_Right,Laser_Left_cm,Laser_Right_cm,Laser_Active,Gyro_Z_degs,Target_Throttle,Target_Steering,Actual_PWM_L,Actual_PWM_R,Battery_V,Current_A,RPM,Status_Msg
1772641089.502,71.4,0,0,200.0,200.0,1,-1.12,15.0,4.1,20.0,10.0,11.42,5.83,0.0,🐍 SLALOM d=71cm L:200 R:200
1772641089.559,71.4,0,0,200.0,200.0,1,-1.12,25.5,7.2,34.2,16.8,11.42,5.83,0.0,🐍 SLALOM d=71cm L:200 R:200
1772641089.616,71.4,0,0,200.0,200.0,1,-1.12,32.8,9.5,44.3,21.4,11.42,5.83,0.0,🐍 SLALOM d=71cm L:200 R:200
1772641089.673,71.4,0,0,200.0,200.0,1,-0.92,38.0,11.3,51.4,24.5,11.09,5.82,0.0,🐍 SLALOM d=71cm L:200 R:200
1772641089.730,74.3,0,0,200.0,200.0,1,-0.92,42.2,12.6,57.2,27.2,11.09,5.82,0.0,🐍 SLALOM d=74cm L:200 R:200
1772641089.787,70.9,0,0,200.0,200.0,1,-0.37,44.5,13.6,60.6,28.5,10.86,5.81,0.0,🐍 SLALOM d=71cm L:200 R:200
1772641089.844,66.2,0,0,200.0,200.0,1,-0.37,45.6,14.3,62.5,28.6,10.86,5.81,0.0,🐍 SLALOM d=66cm L:200 R:200
1772641089.901,70.4,0,0,200.0,200.0,1,-0.37,46.9,14.5,64.1,29.7,10.86,5.81,0.0,🐍 SLALOM d=70cm L:200 R:200
1772641089.958,73.7,0,0,200.0,200.0,1,-6.49,48.1,14.2,65.8,30.5,10.78,5.81,3.0,🐍 SLALOM d=74cm L:200 R:200
1772641090.014,69.2,0,0,200.0,200.0,1,-6.49,53.9,21.1,79.8,28.1,10.78,5.81,3.0,🔥 CARVE d=69cm L:200 R:200
1772641090.071,67.0,0,0,200.0,200.0,1,-6.49,58.0,25.2,88.7,27.3,10.78,5.81,3.0,🔥 CARVE d=67cm L:200 R:200
1772641090.128,66.2,0,0,200.0,200.0,1,-26.26,60.9,27.4,97.2,24.5,10.75,5.81,3.0,🔥 CARVE d=66cm L:200 R:200
1772641090.184,64.3,0,0,200.0,200.0,1,-26.26,62.8,29.4,100.0,23.9,10.75,5.81,3.0,🔥 CARVE d=64cm L:200 R:200
1772641090.241,63.6,0,0,200.0,200.0,1,-26.26,64.2,30.6,100.0,23.2,10.75,5.81,3.0,🔥 CARVE d=64cm L:200 R:200
1772641090.297,62.2,0,0,200.0,200.0,1,-43.58,65.2,31.8,100.0,19.4,10.79,5.81,3.0,🔥 CARVE d=62cm L:200 R:200
1772641090.353,60.9,0,0,200.0,200.0,1,-43.58,65.9,32.9,100.0,18.4,10.79,5.81,3.0,🔥 CARVE d=61cm L:200 R:200
1772641090.409,57.5,0,0,200.0,200.0,1,-57.95,66.4,35.1,100.0,14.0,10.89,5.81,3.0,🔥 CARVE d=58cm L:200 R:200
1772641090.465,55.7,0,0,200.0,200.0,1,-57.95,66.7,36.9,100.0,12.2,10.89,5.81,3.0,🔥 CARVE d=56cm L:200 R:200
1772641090.521,56.0,0,0,200.0,200.0,1,-57.95,67.0,37.6,100.0,11.6,10.89,5.81,3.0,🔥 CARVE d=56cm L:200 R:200
1772641090.577,54.9,0,0,200.0,200.0,1,-60.00,67.1,38.4,100.0,10.5,10.95,5.82,3.0,🔥 CARVE d=55cm L:200 R:200
1772641090.633,55.1,0,0,200.0,200.0,1,-60.00,67.2,38.7,100.0,10.3,10.95,5.82,3.0,🔥 CARVE d=55cm L:200 R:200
1772641090.689,55.4,0,0,200.0,200.0,1,-60.00,67.3,38.7,100.0,10.4,10.95,5.82,3.0,🔥 CARVE d=55cm L:200 R:200
1772641090.745,61.0,0,0,200.0,200.0,1,-70.53,67.4,36.0,100.0,11.9,10.97,5.81,3.0,🔥 CARVE d=61cm L:200 R:200
1772641090.801,58.3,0,0,200.0,200.0,1,-70.53,67.4,36.1,100.0,11.8,10.97,5.81,3.0,🔥 CARVE d=58cm L:200 R:200
1772641090.857,53.9,0,0,200.0,200.0,1,-70.53,67.4,38.2,100.0,9.6,10.97,5.81,3.0,🔥 CARVE d=54cm L:200 R:200
1772641090.913,53.7,0,0,200.0,200.0,1,-67.39,67.5,39.3,100.0,8.9,10.97,5.81,3.0,🔥 CARVE d=54cm L:200 R:200
1772641092.118,43.4,0,0,200.0,200.0,1,-9.85,20.2,27.0,20.0,60.0,10.53,5.80,90.0,🔥 CARVE d=43cm L:200 R:200
1772641092.173,42.6,0,0,200.0,200.0,1,1.17,34.4,39.5,40.0,40.0,11.40,5.83,63.0,🔥 CARVE d=43cm L:200 R:200
1772641092.229,43.4,0,0,56.4,200.0,1,1.17,44.3,72.8,60.0,31.8,11.40,5.83,63.0,🔥 CARVE d=43cm L:56 R:200
1772641092.284,44.8,0,0,56.4,200.0,1,1.86,51.3,87.7,80.0,32.2,10.79,5.81,63.0,🔥 CARVE d=45cm L:56 R:200
1772641092.339,44.8,0,0,56.4,200.0,1,1.86,56.2,94.5,100.0,28.1,10.79,5.81,63.0,🔥 CARVE d=45cm L:56 R:200
1772641092.395,42.6,0,0,56.4,57.1,1,1.86,50.1,74.9,100.0,27.5,10.79,5.81,63.0,🐍 SLALOM d=43cm L:56 R:57
1772641092.449,25.7,0,0,56.4,57.1,1,-3.21,45.6,60.3,100.0,22.2,10.57,5.80,63.0,🐍 SLALOM d=26cm L:56 R:57
1772641092.504,41.7,0,0,74.8,57.1,1,-3.21,42.4,42.8,93.4,8.6,10.57,5.80,63.0,🐍 SLALOM d=42cm L:75 R:57
1772641092.558,22.8,0,0,74.8,57.1,1,-3.21,40.2,29.7,75.7,4.7,10.57,5.80,63.0,🐍 SLALOM d=23cm L:75 R:57
1772641092.612,21.9,0,0,74.8,57.1,1,-63.15,38.6,19.8,71.5,5.8,10.88,5.81,63.0,🐍 SLALOM d=22cm L:75 R:57
1772641092.666,36.9,0,0,74.8,56.1,1,-63.15,37.5,12.3,61.5,13.5,10.88,5.81,63.0,🐍 SLALOM d=37cm L:75 R:56
1772641092.721,38.1,0,0,74.8,56.1,1,-63.15,36.8,6.7,54.1,19.5,10.88,5.81,63.0,🐍 SLALOM d=38cm L:75 R:56
1772641092.777,47.4,0,0,74.8,56.1,1,-86.17,37.1,2.5,53.1,21.2,11.01,5.81,63.0,🐍 SLALOM d=47cm L:75 R:56
1772641092.832,38.5,0,0,200.0,56.1,1,-86.17,46.3,-53.9,33.1,41.2,11.01,5.81,63.0,🔥 CARVE d=38cm L:200 R:56
1772641092.887,42.8,0,0,200.0,56.1,1,-86.17,52.6,-79.2,21.0,61.2,11.01,5.81,63.0,🔥 CARVE d=43cm L:200 R:56
1772641092.942,34.0,0,0,200.0,56.1,1,-54.19,57.1,-90.7,26.8,81.2,10.96,5.81,63.0,🔥 CARVE d=34cm L:200 R:56
1772641092.997,34.8,0,0,200.0,200.0,1,-54.19,60.2,-12.2,46.8,66.5,10.96,5.81,63.0,🔥 CARVE d=35cm L:200 R:200
1772641093.051,35.6,0,0,200.0,200.0,1,-54.19,62.4,23.1,66.8,46.5,10.96,5.81,63.0,🔥 CARVE d=36cm L:200 R:200
1772641093.106,34.0,0,0,49.9,200.0,1,17.39,63.9,65.4,86.8,26.5,10.50,5.80,63.0,🔥 CARVE d=34cm L:50 R:200
1772641093.161,33.0,0,0,49.9,200.0,1,17.39,65.0,84.4,100.0,19.8,10.50,5.80,63.0,🔥 CARVE d=33cm L:50 R:200
1772641093.215,32.2,0,0,49.9,200.0,1,3.60,65.8,93.0,100.0,20.7,10.66,5.81,39.0,🔥 CARVE d=32cm L:50 R:200
1772641093.270,31.2,0,0,49.9,62.7,1,3.60,56.5,73.9,100.0,21.0,10.66,5.81,39.0,🐍 SLALOM d=31cm L:50 R:63
1772641093.324,32.5,0,0,49.9,62.7,1,3.60,50.1,59.5,100.0,16.4,10.66,5.81,39.0,🐍 SLALOM d=32cm L:50 R:63
1772641093.380,61.0,0,0,49.9,62.7,1,-63.76,48.5,48.2,100.0,15.6,10.79,5.81,39.0,🐍 SLALOM d=61cm L:50 R:63
1772641093.437,77.4,0,0,200.0,62.7,1,-63.76,49.9,21.7,85.1,14.7,10.79,5.81,39.0,🐍 SLALOM d=77cm L:200 R:63
1772641093.493,56.9,0,0,200.0,62.7,1,-63.76,47.8,-0.6,65.1,34.7,10.79,5.81,39.0,🐍 SLALOM d=57cm L:200 R:63
1772641093.549,46.8,0,0,200.0,200.0,1,-84.76,44.9,3.7,61.9,27.8,10.92,5.81,39.0,🐍 SLALOM d=47cm L:200 R:200
1772641093.604,43.6,0,0,200.0,200.0,1,-84.76,42.2,6.9,63.0,21.4,10.92,5.81,39.0,🐍 SLALOM d=44cm L:200 R:200
1772641093.659,40.3,0,0,200.0,200.0,1,-84.76,49.8,31.5,83.0,1.4,10.92,5.81,39.0,🔥 CARVE d=40cm L:200 R:200
1772641093.714,37.1,0,0,200.0,200.0,1,-63.72,55.1,42.8,100.0,4.3,10.81,5.82,39.0,🔥 CARVE d=37cm L:200 R:200
1772641093.769,35.8,0,0,200.0,200.0,1,-63.72,58.8,47.9,100.0,5.8,10.81,5.82,39.0,🔥 CARVE d=36cm L:200 R:200
1772641093.823,35.8,0,0,200.0,200.0,1,-63.72,61.4,50.1,100.0,5.6,10.81,5.82,39.0,🔥 CARVE d=36cm L:200 R:200
1772641093.878,33.5,0,0,200.0,200.0,1,-61.77,63.2,51.2,100.0,4.8,10.96,5.81,39.0,🔥 CARVE d=33cm L:200 R:200
1772641093.933,33.7,0,0,200.0,200.0,1,-61.77,64.5,51.6,100.0,4.2,10.96,5.81,39.0,🔥 CARVE d=34cm L:200 R:200
1772641093.988,36.8,0,0,200.0,200.0,1,-61.77,65.4,51.8,100.0,3.7,10.96,5.81,39.0,🔥 CARVE d=37cm L:200 R:200
1772641094.042,33.5,0,0,60.3,200.0,1,-94.61,66.0,78.3,100.0,20.5,10.97,5.81,39.0,🔥 CARVE d=33cm L:60 R:200
1772641094.097,29.9,0,0,60.3,200.0,1,-94.61,66.5,90.2,100.0,20.1,10.97,5.81,39.0,🔥 CARVE d=30cm L:60 R:200
1772641094.151,29.1,0,0,60.3,200.0,1,-95.74,66.8,95.6,100.0,19.9,10.87,5.81,39.0,🔥 CARVE d=29cm L:60 R:200
1772641094.205,29.6,0,0,60.3,200.0,1,-95.74,67.0,98.0,100.0,19.8,10.87,5.81,39.0,🔥 CARVE d=30cm L:60 R:200
1772641094.260,36.2,0,0,60.3,200.0,1,-95.74,67.1,99.1,100.0,19.7,10.87,5.81,39.0,🔥 CARVE d=36cm L:60 R:200
1772641094.315,40.6,0,0,200.0,200.0,1,-91.79,67.3,72.9,100.0,19.5,10.88,5.81,21.0,🔥 CARVE d=41cm L:200 R:200
1772641094.370,38.5,0,0,200.0,200.0,1,-91.79,67.3,61.4,100.0,12.3,10.88,5.81,21.0,🔥 CARVE d=39cm L:200 R:200
1772641094.425,40.8,0,0,200.0,200.0,1,-91.79,67.4,55.8,100.0,8.4,10.88,5.81,21.0,🔥 CARVE d=41cm L:200 R:200
1772641094.480,37.4,0,0,200.0,200.0,1,-85.19,67.4,53.7,100.0,6.1,10.93,5.81,21.0,🔥 CARVE d=37cm L:200 R:200
1772641094.535,47.0,0,0,200.0,200.0,1,-85.19,67.4,49.5,100.0,2.7,10.93,5.81,21.0,🔥 CARVE d=47cm L:200 R:200
1772641094.591,45.2,0,0,200.0,200.0,1,-85.19,67.5,48.4,100.0,1.8,10.93,5.81,21.0,🔥 CARVE d=45cm L:200 R:200
1772641094.646,41.7,0,0,65.2,200.0,1,-90.62,67.5,76.8,100.0,19.4,11.02,5.81,21.0,🔥 CARVE d=42cm L:65 R:200
1772641094.701,38.5,0,0,65.2,200.0,1,-90.62,67.5,89.5,100.0,19.4,11.02,5.81,21.0,🔥 CARVE d=39cm L:65 R:200
1772641094.755,37.1,0,0,65.2,48.9,1,-90.62,57.7,64.9,100.0,21.9,11.02,5.81,21.0,🐍 SLALOM d=37cm L:65 R:49
1772641094.810,36.5,0,0,65.2,48.9,1,-87.21,50.9,46.4,100.0,14.3,10.88,5.81,21.0,🐍 SLALOM d=36cm L:65 R:49
1772641094.865,40.1,0,0,65.2,48.9,1,-87.21,46.1,32.6,97.7,5.4,10.88,5.81,21.0,🐍 SLALOM d=40cm L:65 R:49
1772641094.920,35.5,0,0,200.0,48.9,1,-87.21,42.8,3.7,77.7,25.4,10.88,5.81,21.0,🐍 SLALOM d=36cm L:200 R:49
1772641094.975,37.2,0,0,200.0,48.9,1,-82.17,40.5,-18.0,57.7,45.4,10.93,5.81,21.0,🐍 SLALOM d=37cm L:200 R:49
1772641095.029,35.8,0,0,200.0,48.9,1,-82.17,38.8,-34.3,37.7,65.4,10.93,5.81,21.0,🐍 SLALOM d=36cm L:200 R:49
1772641095.084,37.4,0,0,200.0,200.0,1,-82.17,37.7,-21.6,24.5,50.8,10.93,5.81,21.0,🐍 SLALOM d=37cm L:200 R:200
1772641095.139,37.8,0,0,200.0,200.0,1,-84.27,46.6,18.9,44.5,30.8,10.75,5.81,21.0,🔥 CARVE d=38cm L:200 R:200
1772641095.194,37.4,0,0,200.0,200.0,1,-84.27,52.9,37.1,64.5,10.8,10.75,5.81,21.0,🔥 CARVE d=37cm L:200 R:200
1772641095.251,64.4,0,0,200.0,200.0,1,-14.98,57.3,33.7,84.5,15.3,10.87,5.81,21.0,🔥 CARVE d=64cm L:200 R:200
1772641095.307,62.3,0,0,200.0,200.0,1,-14.98,60.3,33.1,100.0,18.7,10.87,5.81,21.0,🔥 CARVE d=62cm L:200 R:200
1772641095.363,62.9,0,0,200.0,200.0,1,-14.98,62.5,32.6,100.0,21.1,10.87,5.81,21.0,🔥 CARVE d=63cm L:200 R:200
1772641095.419,62.0,0,0,200.0,200.0,1,-39.72,64.0,32.8,100.0,17.8,10.80,5.81,33.0,🔥 CARVE d=62cm L:200 R:200
1772641095.476,63.0,0,0,200.0,200.0,1,-39.72,65.0,32.4,100.0,19.1,10.80,5.81,33.0,🔥 CARVE d=63cm L:200 R:200
1772641095.533,64.7,0,0,200.0,200.0,1,-39.72,65.8,31.4,100.0,20.9,10.80,5.81,33.0,🔥 CARVE d=65cm L:200 R:200
1772641095.594,145.6,0,0,200.0,200.0,1,-56.07,72.1,25.0,100.0,31.2,10.85,5.81,33.0,🐍 SLALOM d=146cm L:200 R:200
1772641095.655,145.6,0,0,200.0,200.0,1,-56.07,76.6,20.1,100.0,40.9,10.85,5.81,33.0,🐍 SLALOM d=146cm L:200 R:200
1772641095.712,83.0,0,0,200.0,200.0,1,-63.12,70.4,19.2,100.0,37.3,10.79,5.81,33.0,🐍 SLALOM d=83cm L:200 R:200
1772641095.769,68.9,0,0,200.0,200.0,1,-63.12,64.0,18.5,95.3,32.7,10.79,5.81,33.0,🐍 SLALOM d=69cm L:200 R:200
1772641095.825,59.6,0,0,200.0,200.0,1,-63.12,58.0,18.0,88.7,27.3,10.79,5.81,33.0,🐍 SLALOM d=60cm L:200 R:200
1772641095.887,155.1,0,0,200.0,200.0,1,-44.82,67.6,14.8,91.7,43.5,10.80,5.81,33.0,🐍 SLALOM d=155cm L:200 R:200
1772641095.943,59.9,0,0,200.0,200.0,1,-44.82,60.5,15.2,85.2,35.9,10.80,5.81,33.0,🐍 SLALOM d=60cm L:200 R:200
1772641095.999,57.3,0,0,200.0,200.0,1,-44.82,62.6,27.2,100.0,23.5,10.80,5.81,33.0,🔥 CARVE d=57cm L:200 R:200
1772641096.055,55.9,0,0,200.0,200.0,1,-44.23,64.1,33.3,100.0,16.5,10.77,5.81,33.0,🔥 CARVE d=56cm L:200 R:200
1772641096.111,56.0,0,0,200.0,200.0,1,-44.23,65.1,35.9,100.0,14.1,10.77,5.81,33.0,🔥 CARVE d=56cm L:200 R:200
1772641096.167,49.0,0,0,200.0,200.0,1,-44.23,65.8,40.5,100.0,9.5,10.77,5.81,33.0,🔥 CARVE d=49cm L:200 R:200
1772641096.222,49.5,0,0,200.0,200.0,1,-45.26,66.3,42.3,100.0,7.8,10.91,5.81,33.0,🔥 CARVE d=49cm L:200 R:200
1772641096.278,49.3,0,0,200.0,200.0,1,-45.26,66.7,43.2,100.0,7.2,10.91,5.81,33.0,🔥 CARVE d=49cm L:200 R:200
1772641096.333,42.2,0,0,200.0,200.0,1,-56.51,66.9,47.0,100.0,2.3,10.97,5.81,33.0,🔥 CARVE d=42cm L:200 R:200
1772641096.388,40.3,0,0,200.0,200.0,1,-56.51,67.1,49.6,100.0,0.1,10.97,5.81,33.0,🔥 CARVE d=40cm L:200 R:200
1772641096.443,37.4,0,0,200.0,200.0,1,-56.51,67.2,50.9,100.0,1.0,10.97,5.81,33.0,🔥 CARVE d=37cm L:200 R:200
1772641096.498,35.8,0,0,200.0,200.0,1,-68.66,67.3,51.5,100.0,2.7,11.04,5.82,132.0,🔥 CARVE d=36cm L:200 R:200
1772641096.552,35.8,0,0,200.0,200.0,1,-68.66,67.4,51.8,100.0,2.9,11.04,5.82,132.0,🔥 CARVE d=36cm L:200 R:200
1772641096.607,36.3,0,0,200.0,56.6,1,-68.66,67.4,-31.7,80.0,22.9,11.04,5.82,132.0,🔥 CARVE d=36cm L:200 R:57
1772641096.662,36.2,0,0,200.0,56.6,1,-79.09,67.4,-69.3,60.0,42.9,11.02,5.81,132.0,🔥 CARVE d=36cm L:200 R:57
1772641096.717,35.8,0,0,200.0,56.6,1,-79.09,67.5,-86.2,40.0,62.9,11.02,5.81,132.0,🔥 CARVE d=36cm L:200 R:57
1772641096.772,45.8,0,0,200.0,56.6,1,-79.09,67.5,-93.8,20.0,82.9,11.02,5.81,132.0,🔥 CARVE d=46cm L:200 R:57
1772641096.827,33.5,0,0,200.0,56.6,1,-72.90,67.5,-97.2,19.4,100.0,10.59,5.81,132.0,🔥 CARVE d=33cm L:200 R:57
1772641096.881,31.4,0,0,200.0,75.8,1,-72.90,67.5,-98.7,19.4,100.0,10.59,5.81,132.0,🔥 CARVE d=31cm L:200 R:76
1772641096.935,30.1,0,0,200.0,75.8,1,-72.90,67.5,-99.4,19.4,100.0,10.59,5.81,132.0,🔥 CARVE d=30cm L:200 R:76
1772641096.990,29.6,0,0,200.0,75.8,1,38.10,67.5,-99.7,19.4,100.0,10.35,5.80,132.0,🔥 CARVE d=30cm L:200 R:76
1772641097.044,28.3,0,0,47.0,75.8,1,38.10,57.7,-70.8,21.5,100.0,10.35,5.80,132.0,🐍 SLALOM d=28cm L:47 R:76
1772641097.099,28.0,0,0,47.0,75.8,1,38.10,50.9,-49.2,11.2,100.0,10.35,5.80,132.0,🐍 SLALOM d=28cm L:47 R:76
1772641097.153,29.1,0,0,47.0,75.8,1,60.60,46.1,-32.9,1.8,94.1,10.36,5.80,132.0,🐍 SLALOM d=29cm L:47 R:76
1772641097.207,26.5,0,0,47.0,71.1,1,60.60,42.8,-21.4,8.5,77.1,10.36,5.80,132.0,🐍 SLALOM d=27cm L:47 R:71
1772641097.262,29.6,0,0,47.0,71.1,1,60.60,40.5,-12.7,16.4,64.6,10.36,5.80,132.0,🐍 SLALOM d=30cm L:47 R:71
1772641097.316,29.9,0,0,200.0,71.1,1,63.33,38.8,-27.3,2.8,80.5,10.45,5.81,132.0,🐍 SLALOM d=30cm L:200 R:71
1772641097.371,32.5,0,0,200.0,71.1,1,63.33,37.7,-38.2,16.9,92.2,10.45,5.81,132.0,🐍 SLALOM d=32cm L:200 R:71
1772641097.425,31.9,0,0,200.0,71.1,1,56.80,46.6,-72.2,33.5,100.0,10.90,5.81,132.0,🔥 CARVE d=32cm L:200 R:71
1772641097.480,29.1,0,0,200.0,200.0,1,56.80,52.9,-3.9,39.8,80.0,10.90,5.81,132.0,🔥 CARVE d=29cm L:200 R:200
1772641097.534,30.9,0,0,200.0,200.0,1,56.80,57.3,26.9,59.8,60.0,10.90,5.81,132.0,🔥 CARVE d=31cm L:200 R:200
1772641097.588,30.7,0,0,200.0,200.0,1,62.36,60.3,40.7,79.8,40.0,10.83,5.81,129.0,🔥 CARVE d=31cm L:200 R:200
1772641097.643,31.7,0,0,200.0,200.0,1,62.36,62.5,46.9,99.8,20.0,10.83,5.81,129.0,🔥 CARVE d=32cm L:200 R:200
1772641097.698,29.1,0,0,200.0,200.0,1,62.36,64.0,49.7,100.0,13.0,10.83,5.81,129.0,🔥 CARVE d=29cm L:200 R:200
1772641097.752,27.4,0,0,200.0,200.0,1,18.07,65.0,51.0,100.0,6.2,10.87,5.81,129.0,🔥 CARVE d=27cm L:200 R:200
1772641097.806,23.4,0,0,200.0,200.0,1,18.07,65.8,51.5,100.0,6.2,10.87,5.81,129.0,🔥 CARVE d=23cm L:200 R:200
1772641097.860,22.5,0,0,200.0,200.0,1,18.07,66.3,51.8,100.0,6.3,10.87,5.81,129.0,🔥 CARVE d=23cm L:200 R:200
1772641097.914,24.8,0,0,200.0,200.0,1,-42.66,66.7,51.9,100.0,0.7,11.03,5.81,129.0,🔥 CARVE d=25cm L:200 R:200
1772641097.968,18.7,0,0,200.0,200.0,1,-42.66,66.9,52.0,100.0,0.6,11.03,5.81,129.0,🔥 CARVE d=19cm L:200 R:200
1772641098.022,19.4,0,0,200.0,200.0,1,-42.66,67.1,52.0,100.0,0.5,11.03,5.81,129.0,🔥 CARVE d=19cm L:200 R:200
1772641098.075,19.0,0,0,200.0,49.2,1,-74.09,67.2,-31.6,80.0,20.5,11.09,5.81,129.0,🔥 CARVE d=19cm L:200 R:49
1772641098.129,17.8,0,0,200.0,49.2,1,-74.09,67.3,-69.2,60.0,40.5,11.09,5.81,129.0,🔥 CARVE d=18cm L:200 R:49
1772641098.184,30.6,0,0,200.0,49.2,1,-74.09,67.4,-86.2,40.0,60.5,11.09,5.81,129.0,🔥 CARVE d=31cm L:200 R:49
1772641098.238,30.4,0,0,28.3,49.2,1,-85.66,57.7,-61.7,20.0,80.5,11.07,5.81,129.0,🐍 SLALOM d=30cm L:28 R:49
1772641098.292,29.9,0,0,28.3,49.2,1,-85.66,50.9,-43.4,12.5,89.3,11.07,5.81,129.0,🐍 SLALOM d=30cm L:28 R:49
1772641098.346,17.8,0,0,28.3,49.2,1,-85.66,46.1,-29.7,23.9,69.3,11.07,5.81,129.0,🐍 SLALOM d=18cm L:28 R:49
1772641098.400,16.8,0,0,28.3,27.0,1,33.44,42.8,-26.4,6.6,78.9,10.90,5.81,129.0,🐍 SLALOM d=17cm L:28 R:27
1772641098.455,52.9,0,0,28.3,27.0,1,33.44,42.2,-23.6,9.4,75.1,10.90,5.81,129.0,🐍 SLALOM d=53cm L:28 R:27
1772641098.509,12.8,0,0,200.0,27.0,1,46.60,40.1,-41.5,15.9,95.1,10.95,5.81,129.0,🐍 SLALOM d=13cm L:200 R:27
1772641098.563,13.2,0,0,200.0,27.0,1,46.60,38.5,-54.9,30.1,100.0,10.95,5.81,129.0,🐍 SLALOM d=13cm L:200 R:27
1772641106.637,42.4,0,0,200.0,200.0,1,-20.31,20.2,27.5,20.0,60.0,10.26,5.82,126.0,🔥 CARVE d=42cm L:200 R:200
1772641106.692,42.4,0,0,200.0,200.0,1,-20.31,34.4,39.8,40.0,40.0,10.26,5.82,126.0,🔥 CARVE d=42cm L:200 R:200
1772641106.747,42.4,0,0,200.0,200.0,1,-20.31,44.3,45.4,60.0,20.0,10.26,5.82,126.0,🔥 CARVE d=42cm L:200 R:200
1772641106.802,42.4,0,0,200.0,200.0,1,-2.56,51.3,47.9,80.0,5.2,10.54,5.81,126.0,🔥 CARVE d=42cm L:200 R:200
1772641106.857,42.8,0,0,200.0,200.0,1,-2.56,56.2,48.8,100.0,1.6,10.54,5.81,126.0,🔥 CARVE d=43cm L:200 R:200
