Timestamp,Sonar_Dist_cm,IR_Left,IR_Right,Laser_Left_cm,Laser_Right_cm,Laser_Active,Gyro_Z_degs,Target_Throttle,Target_Steering,Actual_PWM_L,Actual_PWM_R,Battery_V,Current_A,RPM,Status_Msg
1772640298.106,31.5,0,0,200.0,200.0,1,-0.40,20.2,28.6,20.0,13.6,11.47,5.86,0.0,🔥 CARVE d=31cm L:200 R:200
1772640298.161,32.2,0,0,200.0,200.0,1,-0.40,34.4,41.5,40.0,14.6,11.47,5.86,0.0,🔥 CARVE d=32cm L:200 R:200
1772640298.215,31.5,0,0,200.0,200.0,1,-1.28,44.3,47.3,60.0,11.6,11.35,5.86,0.0,🔥 CARVE d=31cm L:200 R:200
1772640298.270,32.2,0,0,200.0,200.0,1,-1.28,51.3,49.9,80.0,7.0,11.35,5.86,0.0,🔥 CARVE d=32cm L:200 R:200
1772640298.324,31.7,0,0,200.0,200.0,1,-1.28,56.2,51.0,100.0,3.7,11.35,5.86,0.0,🔥 CARVE d=32cm L:200 R:200
1772640298.378,29.1,0,0,200.0,200.0,1,-0.04,59.6,51.6,100.0,1.1,11.10,5.84,0.0,🔥 CARVE d=29cm L:200 R:200
1772640298.433,28.9,0,0,200.0,200.0,1,-0.04,61.9,51.8,100.0,0.7,11.10,5.84,0.0,🔥 CARVE d=29cm L:200 R:200
1772640298.487,25.7,0,0,200.0,200.0,1,-0.04,63.6,51.9,100.0,1.9,11.10,5.84,0.0,🔥 CARVE d=26cm L:200 R:200
1772640298.541,25.1,0,0,106.2,200.0,1,-45.31,64.8,78.4,100.0,21.0,11.00,5.85,0.0,🔥 CARVE d=25cm L:106 R:200
1772640298.595,24.3,0,0,106.2,200.0,1,-45.31,65.6,90.3,100.0,20.8,11.00,5.85,0.0,🔥 CARVE d=24cm L:106 R:200
1772640298.649,24.0,0,0,106.2,200.0,1,-45.31,66.2,95.6,100.0,20.4,11.00,5.85,0.0,🔥 CARVE d=24cm L:106 R:200
1772640298.703,26.0,0,0,106.2,95.8,1,-78.72,66.6,35.6,100.0,10.6,11.02,5.85,0.0,🔥 CARVE d=26cm L:106 R:96
1772640298.757,28.9,0,0,106.2,95.8,1,-78.72,66.8,8.6,88.8,30.6,11.02,5.85,0.0,🔥 CARVE d=29cm L:106 R:96
1772640298.811,24.3,0,0,95.8,95.8,1,-84.85,67.0,32.5,100.0,13.6,11.09,5.85,0.0,🔥 CARVE d=24cm L:96 R:96
1772640298.865,37.9,0,0,95.8,95.8,1,-84.85,67.2,43.2,100.0,2.6,11.09,5.85,0.0,🔥 CARVE d=38cm L:96 R:96
1772640298.920,36.7,0,0,95.8,95.8,1,-84.85,67.3,48.0,100.0,1.6,11.09,5.85,0.0,🔥 CARVE d=37cm L:96 R:96
1772640298.975,35.8,0,0,95.8,95.1,1,-86.69,67.3,-7.0,80.0,21.6,11.14,5.85,0.0,🔥 CARVE d=36cm L:96 R:95
1772640299.029,35.6,0,0,95.8,95.1,1,-86.69,67.4,-31.7,60.0,41.6,11.14,5.85,0.0,🔥 CARVE d=36cm L:96 R:95
1772640299.084,35.6,0,0,95.8,95.1,1,-86.69,67.4,-42.9,40.0,61.6,11.14,5.85,0.0,🔥 CARVE d=36cm L:96 R:95
1772640299.139,43.6,0,0,54.8,95.1,1,-101.11,67.4,7.8,60.0,43.1,11.07,5.85,0.0,🔥 CARVE d=44cm L:55 R:95
1772640299.193,36.3,0,0,54.8,95.1,1,-101.11,67.5,32.3,80.0,23.1,11.07,5.85,0.0,🔥 CARVE d=36cm L:55 R:95
1772640299.248,36.0,0,0,54.8,95.1,1,-101.11,67.5,43.4,100.0,3.1,11.07,5.85,0.0,🔥 CARVE d=36cm L:55 R:95
1772640299.303,35.8,0,0,54.8,200.0,1,-36.95,67.5,74.5,100.0,16.1,11.06,5.85,0.0,🔥 CARVE d=36cm L:55 R:200
1772640299.358,44.1,0,0,54.8,200.0,1,-36.95,67.5,88.5,100.0,19.4,11.06,5.85,0.0,🔥 CARVE d=44cm L:55 R:200
1772640299.412,37.0,0,0,200.0,200.0,1,-36.95,67.5,68.4,100.0,12.2,11.06,5.85,0.0,🔥 CARVE d=37cm L:200 R:200
1772640300.614,17.5,0,0,35.7,26.7,1,-6.39,10.5,-4.1,6.6,60.0,10.85,5.85,30.0,🐍 SLALOM d=17cm L:36 R:27
1772640300.668,17.5,0,0,35.7,26.7,1,-6.39,17.9,-7.2,10.3,40.0,10.85,5.85,30.0,🐍 SLALOM d=17cm L:36 R:27
1772640300.722,18.1,0,0,35.7,26.7,1,-7.52,23.0,-9.5,12.9,33.1,11.46,5.85,48.0,🐍 SLALOM d=18cm L:36 R:27
1772640300.775,18.1,0,0,35.7,25.6,1,-7.52,26.6,-11.3,14.4,38.8,11.46,5.85,48.0,🐍 SLALOM d=18cm L:36 R:26
1772640300.829,18.1,0,0,35.7,25.6,1,6.99,29.1,-12.6,13.2,45.0,11.23,5.85,48.0,🐍 SLALOM d=18cm L:36 R:26
