timestamp,elapsed_s,source,laser_front_mm,sonar_front_cm,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp_c,battery_mv,current_mv,rpm_rear_left,rpm_rear_right,rpm_front_right,cmd_pwm_left,cmd_pwm_right,applied_pwm_fl,applied_pwm_fr,applied_pwm_rl,applied_pwm_rr,gear,throttle_input,steering_input,is_braking,is_forward,sync_status,target_rpm_left,target_rpm_right
1773045348.3016,0.0496,gamepad_hot_start,435,100,-0.487,0.104,1.007,0.41,0.55,0.2,36.0,2213.5,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.4722,0.2202,gamepad_hot_start,459,100,-0.486,0.105,1.011,0.78,0.24,0.34,36.0,2211.8,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.4926,0.2406,gamepad_hot_start,459,100,-0.486,0.105,1.011,0.78,0.24,0.34,36.0,2211.8,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.513,0.261,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.5334,0.2814,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.5537,0.3018,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.5741,0.3221,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.5944,0.3425,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.6149,0.3629,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.6353,0.3833,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.656,0.4041,gamepad_hot_start,-1,100,-0.489,0.107,1.007,0.55,0.27,0.33,36.0,2215.4,577.0,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.6767,0.4247,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.6975,0.4455,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.7179,0.466,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.7388,0.4869,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.7592,0.5072,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.7798,0.5279,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.8005,0.5485,gamepad_hot_start,-1,100,-0.489,0.103,1.01,0.52,0.53,0.43,35.8,2214.5,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.8208,0.5689,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.8415,0.5895,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.8619,0.6099,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.8824,0.6305,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.903,0.651,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.9234,0.6714,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.9439,0.692,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.9643,0.7123,gamepad_hot_start,-1,100,-0.491,0.106,1.013,0.73,0.48,0.34,36.0,2215.2,576.8,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045348.9849,0.7329,gamepad_hot_start,690,100,-0.488,0.106,1.006,0.53,0.37,0.4,36.0,2214.9,576.9,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045349.0053,0.7533,gamepad_hot_start,690,100,-0.488,0.106,1.006,0.53,0.37,0.4,36.0,2214.9,576.9,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045349.0258,0.7738,gamepad_hot_start,690,100,-0.488,0.106,1.006,0.53,0.37,0.4,36.0,2214.9,576.9,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
1773045349.0464,0.7944,gamepad_hot_start,690,100,-0.488,0.106,1.006,0.53,0.37,0.4,36.0,2214.9,576.9,0.0,0.0,0.0,0,0,95.0,95.0,95.0,95.0,1,0,0,False,True,ACTIVE,180.0,180.0
