timestamp,pico_timestamp_ms,frame,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,raw_field_norm,accel_norm
1774623718.564053,10340600,92201,-0.179000000,0.065000000,0.197000000,0.065000000,0.004000000,-1.875000000,0.100000000,0.000000000,0.090000000,0.273998175,1.876130592
1774623718.637744,10340705,92202,-0.171700000,0.070000000,0.195300000,0.057000000,0.000000000,-1.906000000,0.260000000,0.490000000,0.120000000,0.269300910,1.906852118
1774623718.743992,10340812,92203,-0.174000000,0.065700000,0.193700000,0.061000000,0.004000000,-1.898000000,0.240000000,0.020000000,0.010000000,0.268537111,1.898984202
1774623718.851627,10340918,92204,-0.177300000,0.065000000,0.197700000,0.062000000,0.001000000,-1.890000000,0.030000000,0.180000000,0.560000000,0.273396379,1.891016922
1774623718.956515,10341025,92205,-0.181700000,0.068300000,0.197700000,0.071000000,0.000000000,-1.875000000,0.030000000,0.030000000,0.370000000,0.277065101,1.876343785
1774623719.063316,10341132,92206,-0.175000000,0.067300000,0.198700000,0.065000000,0.000000000,-1.872000000,0.000000000,0.020000000,0.410000000,0.273195864,1.873128132
1774623719.171477,10341238,92207,-0.176700000,0.067300000,0.197000000,0.064000000,0.008000000,-1.901000000,0.050000000,0.150000000,0.050000000,0.273058931,1.902093846
1774623719.276834,10341345,92208,-0.180000000,0.066700000,0.196000000,0.062000000,0.003000000,-1.904000000,0.310000000,0.400000000,0.010000000,0.274344473,1.905011549
1774623719.383673,10341450,92209,-0.177300000,0.068300000,0.197700000,0.008000000,0.004000000,-1.909000000,0.020000000,0.010000000,0.180000000,0.274199690,1.909020953
1774623719.489894,10341557,92210,-0.176700000,0.065000000,0.198700000,0.047000000,0.003000000,-1.874000000,0.750000000,0.360000000,0.280000000,0.273732680,1.874591689
1774623719.596312,10341664,92211,-0.175700000,0.065000000,0.201700000,0.063000000,0.008000000,-1.875000000,0.490000000,0.820000000,0.370000000,0.275278731,1.876075158
1774623719.702177,10341770,92212,-0.175000000,0.070000000,0.200000000,0.066000000,0.001000000,-1.904000000,0.030000000,0.490000000,0.340000000,0.274818122,1.905143827
1774623719.808648,10341877,92213,-0.177300000,0.065000000,0.194300000,0.075000000,0.008000000,-1.886000000,0.490000000,0.560000000,0.010000000,0.270947929,1.887507616
1774623719.914893,10341983,92214,-0.179000000,0.064000000,0.196000000,0.012000000,0.000000000,-1.897000000,0.490000000,0.120000000,0.030000000,0.273043953,1.897037954
1774623720.019947,10342087,92215,-0.179000000,0.066700000,0.195300000,0.065000000,0.008000000,-1.903000000,0.010000000,0.140000000,0.000000000,0.273188543,1.904126571
1774623720.127282,10342195,92216,-0.175000000,0.069000000,0.195300000,0.062000000,0.000000000,-1.898000000,0.610000000,0.320000000,0.030000000,0.271160635,1.899012375
