timestamp,pico_timestamp_ms,frame,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,raw_field_norm,accel_norm
1774622494.647625,9116612,80655,-0.139300000,0.083300000,0.203300000,0.126000000,0.000000000,-1.867000000,0.150000000,0.140000000,0.490000000,0.260142788,1.871246910
1774622494.652726,9116719,80656,-0.138700000,0.086700000,0.202300000,0.016000000,0.001000000,-1.904000000,0.020000000,0.980000000,0.130000000,0.260153551,1.904067488
1774622494.758763,9116825,80657,-0.132000000,0.095000000,0.205000000,0.137000000,0.001000000,-1.865000000,0.060000000,-0.290000000,0.040000000,0.261675371,1.870025401
1774622494.863990,9116932,80658,-0.135300000,0.087300000,0.205000000,0.019000000,0.004000000,-1.871000000,0.020000000,0.260000000,0.000000000,0.260676773,1.871100746
1774622494.968776,9117037,80659,-0.137000000,0.083300000,0.200700000,0.125000000,-0.039000000,-1.904000000,0.240000000,-0.480000000,0.340000000,0.256882035,1.908497315
1774622495.075350,9117143,80660,-0.137700000,0.085700000,0.208300000,0.020000000,0.002000000,-1.871000000,0.000000000,0.270000000,0.070000000,0.263997481,1.871107961
1774622495.180001,9117249,80661,-0.134300000,0.086700000,0.205700000,0.003000000,-0.040000000,-1.906000000,0.430000000,0.110000000,0.000000000,0.260510787,1.906422041
1774622495.287173,9117355,80662,-0.136000000,0.090700000,0.209000000,0.012000000,0.002000000,-1.866000000,0.020000000,0.550000000,0.150000000,0.265336560,1.866039657
1774622495.392442,9117461,80663,-0.137000000,0.089000000,0.205700000,0.002000000,0.006000000,-1.902000000,0.180000000,1.190000000,0.370000000,0.262683250,1.902010515
1774622495.501209,9117568,80664,-0.138700000,0.090000000,0.201700000,0.129000000,0.005000000,-1.875000000,0.370000000,-0.240000000,0.070000000,0.260807554,1.879439012
1774622495.604678,9117674,80665,-0.132700000,0.089000000,0.206700000,0.017000000,0.004000000,-1.874000000,0.030000000,0.510000000,0.090000000,0.261256923,1.874081375
1774622495.713149,9117780,80666,-0.139300000,0.090700000,0.208300000,0.131000000,0.004000000,-1.888000000,0.110000000,-0.950000000,0.020000000,0.266495535,1.892543527
1774622495.818120,9117887,80667,-0.139300000,0.087300000,0.197700000,0.126000000,0.002000000,-1.844000000,0.120000000,0.530000000,0.060000000,0.257120730,1.848300841
1774622495.927390,9117994,80668,-0.137000000,0.085000000,0.205000000,0.125000000,0.000000000,-1.903000000,0.080000000,-0.960000000,0.020000000,0.260804525,1.907100941
1774622496.032648,9118101,80669,-0.135300000,0.086700000,0.204000000,0.004000000,0.002000000,-1.889000000,0.370000000,0.580000000,0.370000000,0.259690162,1.889005294
1774622496.138807,9118207,80670,-0.137000000,0.089000000,0.203300000,0.017000000,0.000000000,-1.867000000,0.000000000,0.270000000,0.280000000,0.260808148,1.867077395
1774622496.244113,9118313,80671,-0.137000000,0.082300000,0.205700000,0.012000000,0.000000000,-1.905000000,0.200000000,0.120000000,0.240000000,0.260489501,1.905037795
1774622496.351719,9118419,80672,-0.128700000,0.090000000,0.206700000,0.129000000,0.009000000,-1.851000000,0.140000000,0.020000000,0.060000000,0.259593105,1.855511520
1774622496.456908,9118526,80673,-0.132000000,0.090000000,0.200700000,0.003000000,0.000000000,-1.905000000,0.000000000,0.320000000,0.000000000,0.256523859,1.905002362
1774622496.561912,9118631,80674,-0.132000000,0.090000000,0.204000000,0.125000000,0.002000000,-1.855000000,0.520000000,0.120000000,0.000000000,0.259113875,1.859207896
1774622496.668260,9118737,80675,-0.134300000,0.087300000,0.204000000,0.016000000,0.004000000,-1.902000000,0.240000000,0.000000000,0.430000000,0.259371895,1.902071502
1774622496.776016,9118843,80676,-0.137700000,0.088300000,0.202300000,0.133000000,-0.043000000,-1.859000000,0.000000000,0.270000000,0.000000000,0.260160470,1.864247569
1774622496.884912,9118950,80677,-0.137700000,0.085000000,0.202300000,0.016000000,0.002000000,-1.850000000,0.650000000,-0.600000000,0.010000000,0.259059028,1.850070269
1774622496.986771,9119056,80678,-0.132700000,0.087300000,0.202300000,0.020000000,0.000000000,-1.867000000,0.010000000,0.530000000,0.560000000,0.257207834,1.867107121
1774622497.094973,9119162,80679,-0.134300000,0.092300000,0.206700000,0.016000000,-0.035000000,-1.892000000,0.040000000,1.010000000,0.250000000,0.263212215,1.892391344
1774622497.204492,9119269,80680,-0.130300000,0.088300000,0.204000000,0.126000000,-0.030000000,-1.898000000,0.200000000,-0.670000000,0.240000000,0.257664472,1.902414256
1774622497.306110,9119373,80681,-0.136000000,0.086700000,0.204000000,0.125000000,-0.031000000,-1.867000000,0.500000000,0.030000000,0.000000000,0.260055552,1.871436614
1774622497.413186,9119479,80682,-0.136000000,0.083300000,0.202300000,0.013000000,-0.031000000,-1.889000000,0.300000000,0.020000000,0.260000000,0.257604697,1.889299076
1774622497.516840,9119586,80683,-0.133700000,0.089000000,0.205700000,0.017000000,-0.038000000,-1.875000000,0.000000000,1.010000000,0.490000000,0.260977355,1.875462076
1774622497.625196,9119692,80684,-0.137000000,0.086700000,0.204000000,0.016000000,0.005000000,-1.882000000,0.880000000,0.760000000,0.050000000,0.260579911,1.882074653
1774622497.731422,9119799,80685,-0.139300000,0.089000000,0.205000000,0.051000000,-0.093000000,-1.046000000,1.950000000,3.940000000,0.050000000,0.263344812,1.051363876
1774622497.838596,9119906,80686,-0.142700000,0.106700000,0.197700000,0.009000000,-0.041000000,-1.076000000,3.970000000,0.110000000,-14.610000000,0.266145580,1.076818462
1774622497.943782,9120012,80687,-0.145300000,0.085700000,0.209000000,0.008000000,0.019000000,-1.371000000,3.560000000,3.380000000,-3.660000000,0.268584400,1.371154988
1774622498.050672,9120119,80688,-0.154300000,0.095000000,0.204000000,0.017000000,0.004000000,-1.998000000,0.070000000,0.850000000,-3.280000000,0.272854338,1.998076325
1774622498.157924,9120226,80689,-0.157700000,0.098300000,0.212000000,0.002000000,0.016000000,-1.983000000,0.660000000,0.410000000,0.520000000,0.281915200,1.983065556
1774622498.260940,9120330,80690,-0.160000000,0.090700000,0.215300000,0.130000000,0.000000000,-1.871000000,1.130000000,5.860000000,-0.980000000,0.283161756,1.875510864
1774622498.369192,9120436,80691,-0.165000000,0.104000000,0.205000000,0.004000000,-0.023000000,-1.000000000,4.050000000,2.020000000,-3.880000000,0.282959361,1.000272463
1774622498.475526,9120543,80692,-0.163300000,0.119000000,0.191000000,0.006000000,0.004000000,-0.906000000,1.050000000,0.020000000,4.520000000,0.278044763,0.906028697
1774622498.581478,9120650,80693,-0.160000000,0.118300000,0.200000000,0.001000000,-0.046000000,-0.965000000,8.550000000,0.120000000,9.790000000,0.282125663,0.966096268
1774622498.687678,9120757,80694,-0.147000000,0.090700000,0.224000000,0.000000000,-0.023000000,-1.000000000,3.950000000,15.410000000,0.140000000,0.282863023,1.000264465
1774622498.794066,9120862,80695,-0.148700000,0.065700000,0.236000000,0.001000000,-0.041000000,-0.951000000,7.820000000,7.970000000,4.890000000,0.286573167,0.951883921
1774622498.900500,9120969,80696,-0.153700000,0.046700000,0.250700000,0.012000000,-0.038000000,-0.935000000,0.400000000,0.000000000,-1.940000000,0.297750013,0.935848813
1774622499.005267,9121073,80697,-0.154300000,0.029000000,0.262000000,0.003000000,0.000000000,-0.967000000,1.260000000,0.280000000,-9.760000000,0.305439830,0.967004654
1774622499.113022,9121180,80698,-0.152700000,0.000700000,0.273300000,0.004000000,0.000000000,-0.997000000,3.680000000,0.240000000,2.930000000,0.313066558,0.997008024
1774622499.218366,9121287,80699,-0.152000000,-0.040700000,0.282700000,0.000000000,0.035000000,-0.968000000,2.930000000,0.400000000,1.960000000,0.323542547,0.968632541
1774622499.324347,9121392,80700,-0.151000000,-0.085700000,0.300300000,0.148000000,0.025000000,-1.742000000,4.640000000,53.250000000,-4.380000000,0.346879777,1.748454460
1774622499.431267,9121499,80701,-0.150300000,-0.125000000,0.302700000,0.023000000,0.004000000,-0.969000000,3.080000000,0.240000000,-2.320000000,0.360336482,0.969281177
1774622499.538784,9121606,80702,-0.149300000,-0.157300000,0.302700000,0.001000000,0.040000000,-0.998000000,3.360000000,7.820000000,0.120000000,0.372372220,0.998801782
1774622499.644529,9121712,80703,-0.140300000,-0.205000000,0.306000000,0.012000000,0.008000000,-1.000000000,7.940000000,0.060000000,1.530000000,0.394138415,1.000103995
1774622499.751905,9121819,80704,-0.129300000,-0.235700000,0.298300000,0.019000000,0.002000000,-0.968000000,8.370000000,2.150000000,1.020000000,0.401566769,0.968188515
1774622499.858761,9121925,80705,-0.127000000,-0.261700000,0.295700000,0.001000000,0.051000000,-0.741000000,9.290000000,0.240000000,3.190000000,0.414794383,0.742753660
1774622499.963820,9122032,80706,-0.122700000,-0.308300000,0.283700000,0.013000000,0.000000000,-0.688000000,3.920000000,0.280000000,-3.880000000,0.436565997,0.688122809
1774622500.070946,9122138,80707,-0.109300000,-0.351700000,0.266700000,0.032000000,0.024000000,-0.953000000,4.150000000,0.240000000,-10.140000000,0.454717792,0.953839085
1774622500.178059,9122245,80708,-0.108700000,-0.390000000,0.238700000,0.000000000,0.062000000,-0.856000000,3.920000000,62.900000000,11.750000000,0.469992957,0.858242390
1774622500.282779,9122351,80709,-0.109300000,-0.431700000,0.208300000,0.002000000,0.016000000,-0.370000000,7.850000000,3.930000000,0.180000000,0.491630217,0.370351185
1774622500.388886,9122457,80710,-0.109300000,-0.455700000,0.180000000,0.078000000,0.033000000,-0.344000000,7.910000000,12.830000000,4.530000000,0.502004960,0.354272494
1774622500.495279,9122564,80711,-0.105700000,-0.472300000,0.159000000,0.023000000,0.032000000,-0.175000000,7.820000000,6.840000000,2.950000000,0.509431821,0.179382273
1774622500.602619,9122670,80712,-0.105000000,-0.485700000,0.143300000,0.034000000,0.034000000,0.001000000,5.390000000,4.030000000,0.270000000,0.517169585,0.048093659
1774622500.709435,9122776,80713,-0.105700000,-0.494000000,0.122000000,1.016000000,0.047000000,0.022000000,3.980000000,0.510000000,-7.050000000,0.519704233,1.017324432
1774622500.816795,9122883,80714,-0.105000000,-0.487300000,0.138300000,0.047000000,0.063000000,0.002000000,4.210000000,7.080000000,-15.630000000,0.517313425,0.078625696
1774622500.922370,9122990,80715,-0.108700000,-0.450700000,0.189300000,0.047000000,0.008000000,-0.378000000,0.980000000,4.650000000,-30.210000000,0.500780062,0.380994751
1774622501.026959,9123094,80716,-0.108700000,-0.407300000,0.228300000,0.020000000,0.071000000,-0.312000000,5.890000000,0.250000000,-15.630000000,0.479405747,0.320600998
1774622501.132946,9123201,80717,-0.109300000,-0.370700000,0.252300000,0.034000000,0.008000000,-0.452000000,4.900000000,0.310000000,-13.780000000,0.461541190,0.453347549
