timestamp,dt_ms,laser_front_cm,sonar_rear_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,touch_x,touch_y,touch_conf,status_msg
1772263609.228125,,999,68.6,False,False,-0.002,0.006,1.006,1.006,0.47,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263609.4852047,,999,70.0,False,False,-0.055,-0.005,1.128,1.13,-0.69,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263609.749344,,999,71.2,False,False,-0.044,-0.003,1.088,1.089,0.01,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263610.0132267,,999,69.5,False,False,-0.043,0.008,1.132,1.133,-0.28,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263610.2706618,,999,69.5,False,False,-0.013,-0.009,1.042,1.042,0.9,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263610.5343142,,999,69.9,False,False,-0.049,0.004,1.125,1.126,0.21,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263610.7994654,,999,94.3,False,False,-0.003,0.001,1.057,1.057,-0.57,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263611.0570452,,999,69.5,False,False,-0.003,0.01,1.016,1.016,0.19,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263611.3212419,,999,70.8,False,False,-0.047,-0.006,1.093,1.094,0.06,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263611.5851681,,999,70.3,False,False,-0.022,0.001,1.028,1.029,0.06,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263611.8443582,,999,89.3,False,False,-0.062,-0.007,1.138,1.14,-0.24,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263612.108951,,999,71.6,False,False,-0.027,0.014,1.058,1.059,0.01,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263612.3742895,,999,70.3,False,False,-0.055,0.004,1.086,1.088,-0.02,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263612.6319904,,999,75.7,False,False,0.032,0.015,1.009,1.01,-0.48,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263612.896797,,999,72.9,False,False,-0.01,0.009,1.028,1.028,-0.44,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263613.165542,,999,69.5,False,False,0.034,0.005,1.001,1.002,-0.78,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263613.4238086,,999,70.3,False,False,-0.011,0.009,1.036,1.036,0.28,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263613.6877344,,999,70.1,False,False,-0.049,-0.005,1.129,1.13,-0.63,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263613.7047954,,,,,,,,,,,,,,TOUCH_TRACKING,,,,,,,,,,,,,,,0.379,0.468,,TOUCH TARGET ACQUIRED
1772263613.7950912,,999,69.9,0,0,,,,1.13,-1.4,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.2,CLEAR,100,-43.6,50.0,-30.5,14.2,85.8,0,0,0,,,0.989,>> HUNTING: TOUCH TARGET
1772263613.8459487,,999,69.9,0,0,,,,1.07,-1.4,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.2,CLEAR,100,-43.6,75.0,-39.7,28.4,121.6,0,0,0,,,0.97,>> HUNTING: TOUCH TARGET
1772263613.8973112,,999,69.9,0,0,,,,1.07,-1.4,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.2,CLEAR,100,-43.6,87.5,-42.4,37.7,137.3,0,0,0,,,0.949,>> HUNTING: TOUCH TARGET
1772263613.952693,,999,69.9,0,0,,,,1.07,-1.4,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.1,CLEAR,100,-43.3,93.8,-43.0,43.2,144.3,0,0,0,,,0.928,>> HUNTING: TOUCH TARGET
1772263613.9528897,,999,65.8,False,False,-0.025,0.015,1.068,1.069,-0.65,0.0,12.21,5.82,,,,,,,,,,,,,,,,,,,
1772263614.0030136,,999,65.8,0,0,,,,1.07,7.7,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.2,CLEAR,100,-43.6,96.9,-43.4,44.5,149.3,0,0,0,,,0.911,>> HUNTING: TOUCH TARGET
1772263614.0538986,,999,65.8,0,0,,,,1.11,7.7,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-24.4,CLEAR,100,-43.9,98.4,-43.7,45.7,151.2,0,0,0,,,0.91,>> HUNTING: TOUCH TARGET
