timestamp,dt_ms,laser_front_cm,sonar_front_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,rover_heading,target_bearing,laser_healthy,touch_x,touch_y,touch_conf,status_msg
1772271253.4060988,,999,186.8,False,False,0.007,-0.01,0.997,0.997,0.32,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271253.670173,,999,186.8,False,False,-0.07,-0.0,1.164,1.166,0.36,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271253.983951,,999,999,False,False,-0.039,-0.002,1.079,1.08,-0.81,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271254.2612836,,999,187.7,False,False,-0.016,-0.006,1.027,1.027,0.5,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271254.5251923,,999,187.2,False,False,-0.001,-0.003,1.065,1.065,0.0,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271254.8022695,,999,188.1,False,False,-0.048,-0.006,1.164,1.165,-0.37,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271255.079529,,999,187.3,False,False,-0.047,0.005,1.059,1.06,-0.05,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271255.3436592,,999,186.8,False,False,-0.003,0.001,1.07,1.07,-0.22,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271255.620897,,30.4,157.7,False,False,-0.067,0.002,1.15,1.152,-0.21,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271255.8980317,,999,186.8,False,False,-0.001,-0.004,1.051,1.051,0.01,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271256.1621718,,999,186.4,False,False,-0.051,0.002,1.133,1.134,-0.6,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271256.4394727,,999,186.8,False,False,-0.013,-0.007,1.02,1.02,0.4,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271256.7171843,,999,186.4,False,False,-0.021,0.002,1.092,1.092,-0.46,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271256.981481,,999,188.1,False,False,-0.029,-0.001,1.054,1.054,-0.66,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271257.2585526,,999,186.8,False,False,-0.049,-0.007,1.157,1.158,0.0,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271257.5357766,,999,188.1,False,False,-0.069,0.008,1.123,1.125,0.22,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271257.8002486,,999,186.8,False,False,0.008,0.003,1.01,1.01,-0.79,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271258.1134121,,999,187.2,False,False,-0.055,-0.004,1.146,1.147,-0.37,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271258.4262176,,999,187.7,False,False,-0.007,-0.003,1.006,1.006,0.58,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271258.6900175,,88.9,186.8,False,False,-0.008,-0.002,1.02,1.02,-0.39,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271259.002929,,999,999,False,False,-0.036,-0.012,1.065,1.066,0.39,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271259.351736,,999,999,False,False,-0.046,-0.005,1.148,1.149,-0.6,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271259.6159656,,999,187.7,False,False,-0.064,0.005,1.126,1.128,0.29,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271259.8930902,,999,186.8,False,False,-0.008,0.005,1.028,1.028,-0.91,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271260.170176,,999,186.8,False,False,-0.036,-0.001,1.121,1.122,-0.62,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271260.4341416,,999,187.3,False,False,-0.011,0.009,0.999,0.999,0.27,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271260.7826078,,999,999,False,False,-0.055,-0.003,1.145,1.146,0.21,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271261.1312208,,999,999,False,False,-0.043,0.002,1.115,1.116,-0.11,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271261.2011979,,,,,,,,,,,,,,TOUCH_TRACKING,,,,,,,,,,,,,,,,,,0.329,0.425,,TOUCH TARGET ACQUIRED
1772271261.2088764,,999,999,0,0,,,,1.05,0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,40.0,0.0,40.0,40.0,0,0,0,-1.0,-1.0,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.2596612,,999,999,0,0,,,,1.05,0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,64.0,0.0,64.0,64.0,0,0,0,-1.0,-1.0,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.312759,,999,999,0,0,,,,1.05,0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,78.4,0.0,78.4,78.4,0,0,0,-1.0,-1.0,0,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.3695235,,999,999,0,0,,,,1.05,0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,87.0,0.0,87.0,87.1,0,0,0,-1.0,-1.0,0,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.420519,,999,999,0,0,,,,1.15,0.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,92.2,-7.5,84.7,99.7,0,0,0,-0.9,-5.4,0,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.4312565,,999,999,False,False,-0.072,0.001,1.152,1.154,0.29,0.0,12.01,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271261.471018,,999,999,0,0,,,,1.15,0.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,95.3,-7.5,87.8,100.0,0,0,0,-0.9,-5.4,0,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271261.5215049,,999,186.8,0,0,,,,0.98,8.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,97.2,-7.5,89.4,100.0,0,0,0,-0.5,-5.0,0,,,1.0,>> HUNTING: TOUCH TARGET [100%]
