timestamp,pico_timestamp_ms,frame,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,raw_field_norm,accel_norm
1774622443.314599,9065295,80171,-0.127000000,0.093300000,0.204000000,0.126000000,0.001000000,-1.873000000,0.270000000,0.490000000,0.000000000,0.257778762,1.877233603
1774622443.332468,9065401,80172,-0.123700000,0.095000000,0.206700000,0.016000000,0.000000000,-1.886000000,0.000000000,0.040000000,0.060000000,0.258943198,1.886067867
1774622443.438460,9065506,80173,-0.121000000,0.094000000,0.206700000,0.013000000,0.002000000,-1.871000000,0.270000000,0.000000000,0.020000000,0.257297279,1.871046231
1774622443.542488,9065611,80174,-0.127700000,0.093300000,0.206700000,0.013000000,0.000000000,-1.902000000,0.140000000,0.000000000,0.020000000,0.260263463,1.902044426
1774622443.644512,9065715,80175,-0.130300000,0.092300000,0.205700000,0.019000000,0.000000000,-1.904000000,0.050000000,0.550000000,0.030000000,0.260403283,1.904094798
1774622443.751358,9065820,80176,-0.130300000,0.093300000,0.208300000,0.130000000,0.000000000,-1.873000000,0.260000000,0.090000000,0.080000000,0.262815277,1.877506059
1774622443.855348,9065925,80177,-0.123700000,0.092300000,0.207300000,0.017000000,0.000000000,-1.898000000,0.060000000,0.050000000,0.060000000,0.258445874,1.898076131
1774622443.963631,9066032,80178,-0.125300000,0.097300000,0.202300000,0.126000000,0.000000000,-1.874000000,0.140000000,0.180000000,0.010000000,0.257084947,1.878231083
1774622444.069855,9066136,80179,-0.127700000,0.089000000,0.205700000,0.018000000,0.001000000,-1.891000000,0.010000000,0.270000000,0.370000000,0.257954996,1.891085931
1774622444.173111,9066242,80180,-0.127000000,0.088300000,0.205700000,0.008000000,0.000000000,-1.905000000,0.220000000,0.620000000,0.490000000,0.257368180,1.905016798
1774622444.280601,9066348,80181,-0.123700000,0.092300000,0.208300000,0.016000000,-0.033000000,-1.891000000,0.150000000,0.160000000,0.120000000,0.259248664,1.891355599
1774622444.387318,9066455,80182,-0.127000000,0.093300000,0.200700000,0.008000000,0.005000000,-1.873000000,0.020000000,0.490000000,0.200000000,0.255175195,1.873023759
1774622444.492411,9066560,80183,-0.127000000,0.094000000,0.202300000,0.016000000,-0.030000000,-1.904000000,0.310000000,0.140000000,0.490000000,0.256691040,1.904303547
1774622444.597234,9066666,80184,-0.125300000,0.094000000,0.205700000,0.020000000,0.002000000,-1.896000000,0.180000000,0.500000000,0.010000000,0.258550923,1.896106537
1774622444.704040,9066773,80185,-0.123700000,0.095000000,0.205000000,0.125000000,-0.038000000,-1.881000000,0.120000000,0.030000000,0.240000000,0.257588218,1.885531755
1774622444.813621,9066879,80186,-0.126000000,0.095700000,0.205700000,0.016000000,0.001000000,-1.875000000,0.260000000,0.310000000,0.520000000,0.259512967,1.875068532
1774622444.919780,9066986,80187,-0.127700000,0.092300000,0.204000000,0.126000000,-0.039000000,-1.888000000,0.020000000,0.050000000,0.040000000,0.257764583,1.892601649
1774622445.027373,9067092,80188,-0.125300000,0.093300000,0.204000000,0.009000000,-0.034000000,-1.904000000,0.000000000,0.120000000,0.010000000,0.256945481,1.904324815
1774622445.130935,9067198,80189,-0.128700000,0.095700000,0.200700000,0.010000000,-0.036000000,-1.901000000,0.000000000,0.530000000,0.260000000,0.256909848,1.901367140
1774622445.239745,9067305,80190,-0.127000000,0.096700000,0.201700000,0.018000000,0.004000000,-1.873000000,0.310000000,0.120000000,0.080000000,0.257221267,1.873090761
1774622445.348889,9067412,80191,-0.126000000,0.094000000,0.205700000,0.014000000,0.001000000,-1.899000000,0.310000000,0.000000000,0.460000000,0.258890884,1.899051869
1774622445.450301,9067518,80192,-0.126000000,0.093300000,0.201700000,0.016000000,0.009000000,-1.902000000,0.080000000,-0.610000000,0.000000000,0.255467767,1.902088589
1774622445.557085,9067624,80193,-0.127000000,0.094000000,0.207300000,0.024000000,-0.046000000,-1.882000000,0.500000000,0.060000000,0.000000000,0.260649746,1.882715061
1774622445.663435,9067731,80194,-0.125300000,0.099000000,0.205000000,0.032000000,-0.011000000,-1.928000000,4.150000000,0.180000000,0.380000000,0.259857827,1.928296917
1774622445.767817,9067835,80195,-0.122700000,0.101700000,0.201700000,0.008000000,0.016000000,-1.498000000,4.000000000,1.590000000,0.140000000,0.257062385,1.498106805
1774622445.875380,9067942,80196,-0.121000000,0.090700000,0.222300000,0.000000000,0.000000000,-1.469000000,5.390000000,0.130000000,6.840000000,0.268858290,1.469000000
1774622445.981807,9068047,80197,-0.123700000,0.087300000,0.223300000,0.127000000,0.021000000,-1.365000000,0.610000000,0.980000000,4.400000000,0.269788565,1.371056162
1774622446.089877,9068154,80198,-0.121000000,0.105000000,0.217700000,0.001000000,0.016000000,-1.969000000,7.820000000,0.270000000,0.380000000,0.270294821,1.969065260
1774622446.196121,9068261,80199,-0.114300000,0.105000000,0.219300000,0.125000000,0.009000000,-1.000000000,4.400000000,0.500000000,13.920000000,0.268667043,1.007822405
1774622446.300420,9068367,80200,-0.111000000,0.099000000,0.230000000,0.036000000,-0.018000000,-0.980000000,4.400000000,0.620000000,0.000000000,0.273901442,0.980826182
1774622446.404700,9068471,80201,-0.117700000,0.088300000,0.232700000,0.016000000,0.006000000,-0.960000000,3.180000000,0.090000000,-2.840000000,0.275317035,0.960152071
1774622446.512785,9068578,80202,-0.124300000,0.090700000,0.235300000,0.018000000,-0.029000000,-0.897000000,4.040000000,0.000000000,-3.910000000,0.281145994,0.897649152
1774622446.613833,9068682,80203,-0.125300000,0.089000000,0.235300000,0.127000000,0.002000000,-1.000000000,3.910000000,0.000000000,-3.390000000,0.281046580,1.008034226
1774622446.721423,9068789,80204,-0.133700000,0.088300000,0.231700000,0.020000000,-0.008000000,-0.996000000,3.920000000,0.090000000,-11.470000000,0.281704579,0.996232904
1774622446.826286,9068895,80205,-0.139300000,0.098300000,0.219300000,0.016000000,-0.022000000,-0.996000000,0.010000000,0.070000000,-6.590000000,0.277776655,0.996371417
1774622446.935343,9069002,80206,-0.142700000,0.108300000,0.215300000,0.125000000,-0.031000000,-1.936000000,7.850000000,1.340000000,-10.100000000,0.280082613,1.940278846
1774622447.039532,9069109,80207,-0.152700000,0.111700000,0.211000000,0.004000000,0.006000000,-1.921000000,0.060000000,0.750000000,-5.790000000,0.283399330,1.921013535
1774622447.146982,9069215,80208,-0.139300000,0.116700000,0.208300000,0.063000000,0.002000000,-1.929000000,4.060000000,0.050000000,8.180000000,0.276427694,1.930029533
1774622447.252251,9069321,80209,-0.142000000,0.125000000,0.194300000,0.063000000,0.025000000,-1.906000000,3.790000000,0.310000000,0.010000000,0.271185343,1.907204761
1774622447.358706,9069427,80210,-0.137700000,0.123300000,0.204000000,0.000000000,0.016000000,-0.953000000,15.630000000,0.240000000,-7.800000000,0.275282001,0.953134303
1774622447.462383,9069531,80211,-0.137700000,0.106700000,0.217700000,0.000000000,0.038000000,-0.990000000,4.350000000,0.010000000,5.270000000,0.278817987,0.990729025
1774622447.567662,9069636,80212,-0.125300000,0.075000000,0.242700000,0.007000000,0.031000000,-0.991000000,8.700000000,0.490000000,4.400000000,0.283246147,0.991509455
1774622447.672468,9069741,80213,-0.122000000,0.030700000,0.265300000,0.006000000,0.016000000,-1.926000000,2.440000000,0.000000000,-1.160000000,0.293616382,1.926075803
1774622447.776784,9069845,80214,-0.115300000,-0.019000000,0.291700000,0.008000000,0.021000000,-1.871000000,5.490000000,7.820000000,-2.800000000,0.314235549,1.871134950
1774622447.883174,9069953,80215,-0.110300000,-0.065000000,0.297300000,0.000000000,0.006000000,-1.844000000,0.080000000,0.000000000,-1.770000000,0.323694887,1.844009761
1774622447.989734,9070057,80216,-0.116000000,-0.098300000,0.304300000,0.062000000,0.104000000,-0.920000000,3.420000000,0.030000000,-7.310000000,0.340172574,0.927933187
1774622448.094961,9070164,80217,-0.114300000,-0.129000000,0.307700000,0.004000000,0.001000000,-0.980000000,0.000000000,0.490000000,-7.570000000,0.352682265,0.980008673
1774622448.201860,9070271,80218,-0.114300000,-0.155700000,0.311700000,0.000000000,0.000000000,-1.000000000,3.940000000,0.980000000,-3.540000000,0.366693155,1.000000000
1774622448.311119,9070377,80219,-0.113700000,-0.179000000,0.312300000,0.500000000,0.109000000,-0.998000000,1.110000000,0.670000000,0.980000000,0.377491695,1.121554724
1774622448.415900,9070484,80220,-0.110300000,-0.208300000,0.304300000,0.068000000,0.094000000,-0.936000000,4.180000000,0.060000000,-1.920000000,0.384907093,0.943162764
1774622448.523292,9070590,80221,-0.107000000,-0.242300000,0.305300000,0.002000000,0.078000000,-0.950000000,8.800000000,15.820000000,-12.670000000,0.404186071,0.953198825
1774622448.629545,9070696,80222,-0.105700000,-0.269000000,0.299300000,0.065000000,0.020000000,-0.732000000,3.910000000,0.030000000,-9.280000000,0.416069682,0.735152365
