timestamp,dt_ms,laser_front_cm,sonar_front_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,rover_heading,target_bearing,laser_healthy,touch_x,touch_y,touch_conf,status_msg
1772474218.7636523,,100,49.1,False,False,-0.011,-0.01,1.045,1.045,-1.06,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474219.02424,,100,108.4,False,False,-0.053,0.007,1.159,1.16,-2.19,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474219.292962,,100,108.4,False,False,-0.045,-0.032,1.02,1.021,1.04,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474219.5632994,,100,108.4,False,False,-0.029,-0.05,1.017,1.018,0.94,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474219.822781,,100,108.4,False,False,0.008,-0.027,0.918,0.918,0.24,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474220.0908544,,100,108.4,False,False,0.024,-0.021,0.873,0.873,-1.04,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474220.3588948,,100,108.4,False,False,0.007,0.022,0.957,0.957,-0.35,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474220.618565,,100,108.4,False,False,0.008,-0.002,0.972,0.972,0.18,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474220.886574,,100,108.4,False,False,-0.034,-0.014,1.106,1.106,-0.44,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474221.1545172,,100,108.4,False,False,-0.013,0.016,0.995,0.995,-1.73,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474221.4140406,,100,108.0,False,False,-0.031,0.027,1.082,1.082,-1.44,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474221.6833537,,100,108.3,False,False,0.006,0.007,0.979,0.979,0.59,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474221.9512455,,100,108.4,False,False,-0.042,0.005,1.156,1.156,-1.77,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474222.212865,,100,108.4,False,False,-0.021,-0.013,1.099,1.099,-1.62,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474222.4809308,,197.9,108.4,False,False,0.003,0.019,0.998,0.998,-1.61,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474222.750168,,197.9,108.4,False,False,0.018,-0.01,0.953,0.953,-0.33,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474223.0097194,,197.9,108.4,False,False,-0.022,-0.015,1.111,1.111,-2.06,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474223.277735,,197.9,108.4,False,False,-0.031,-0.048,1.064,1.065,0.56,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474223.545745,,197.9,108.4,False,False,0.005,-0.029,0.945,0.945,0.22,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474223.8051515,,197.9,108.4,False,False,-0.022,0.012,1.013,1.013,-1.29,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474224.07441,,197.9,107.5,False,False,-0.008,0.02,0.993,0.993,-1.61,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474224.3430994,,197.9,108.4,False,False,-0.022,0.04,1.046,1.047,-0.88,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474224.6038315,,197.9,108.4,False,False,0.014,0.008,0.95,0.95,1.29,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474224.873159,,197.9,108.4,False,False,-0.021,-0.0,1.087,1.087,-1.8,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474225.1422021,,197.9,108.4,False,False,-0.008,0.017,1.004,1.004,-1.32,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474225.4020066,,197.9,108.4,False,False,0.022,-0.013,0.947,0.947,-0.99,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474225.6705475,,197.9,108.4,False,False,-0.03,-0.004,1.126,1.126,-1.66,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474225.9397922,,197.9,108.4,False,False,-0.042,-0.032,1.09,1.091,-0.11,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474226.2008576,,197.9,108.4,False,False,0.031,-0.035,0.857,0.858,0.04,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474226.471943,,197.35999999999999,108.4,False,False,-0.015,0.02,1.026,1.026,-1.13,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474226.7404642,,197.35999999999999,108.4,False,False,-0.033,-0.0,1.076,1.076,-0.35,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474227.0004213,,197.35999999999999,109.2,False,False,-0.037,0.003,1.138,1.138,-2.4,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474227.268832,,197.35999999999999,108.4,False,False,-0.046,-0.031,1.046,1.047,0.83,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474227.5374277,,197.35999999999999,108.4,False,False,-0.02,0.026,1.055,1.055,-1.75,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474227.7978547,,197.35999999999999,108.4,False,False,-0.003,0.018,1.0,1.0,1.26,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474227.9085038,,,,,,,,,,,,,,TOUCH_TRACKING,,,,,,,,,,,,,,,,,,0.203,0.205,,TOUCH TARGET ACQUIRED
1772474227.9872143,,197.4,108.4,0,0,,,,1.12,-1.7,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,40.0,0.0,40.1,39.9,0,0,0,-5.7,-5.7,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.0382123,,197.4,108.4,0,0,,,,1.04,0.2,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,64.0,0.0,64.0,64.0,0,0,0,-5.7,-5.7,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.0677006,,197.35999999999999,108.4,False,False,-0.031,-0.047,1.04,1.041,0.22,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474228.088788,,197.4,108.4,0,0,,,,1.04,0.2,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,78.4,-7.5,70.9,85.9,0,0,0,-5.6,-10.1,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.1391213,,197.4,108.4,0,0,,,,1.04,0.2,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,87.0,-7.5,79.5,94.5,0,0,0,-5.6,-10.1,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.1897833,,197.4,108.4,0,0,,,,0.89,1.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,92.2,-7.5,84.7,99.8,0,0,0,-5.6,-10.1,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.2401524,,197.4,108.4,0,0,,,,0.89,1.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,95.3,-7.5,87.8,100.0,0,0,0,-5.5,-10.0,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.2905834,,197.4,108.4,0,0,,,,0.89,1.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,97.2,-7.5,89.7,100.0,0,0,0,-5.4,-9.9,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474228.3360565,,197.35999999999999,108.4,False,False,0.037,-0.025,0.851,0.852,-0.67,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474228.5960796,,197.35999999999999,108.4,False,False,-0.009,0.018,0.999,0.999,-1.39,0.0,11.89,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474228.8659165,,197.35999999999999,108.4,False,False,0.022,0.006,0.935,0.935,-0.09,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474229.1347792,,197.35999999999999,108.4,False,False,-0.019,-0.006,1.099,1.099,-2.03,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474229.3947885,,197.35999999999999,108.4,False,False,-0.036,-0.039,1.063,1.064,0.71,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474229.6634183,,197.35999999999999,108.4,False,False,0.028,-0.024,0.86,0.86,-0.57,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
1772474229.9317214,,197.35999999999999,108.4,False,False,0.033,0.005,0.907,0.907,0.93,0.0,11.9,5.79,,,,,,,,,,,,,,,,,,,,,,
1772474230.1329064,,,,,,,,,,,,,,TOUCH_TRACKING,,,,,,,,,,,,,,,,,,0.831,0.627,,TOUCH TARGET ACQUIRED
1772474230.1470702,,197.4,108.4,0,0,,,,0.96,0.7,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,98.3,0.0,98.3,98.4,0,0,0,-6.3,-6.3,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772474230.1926286,,197.35999999999999,108.4,False,False,-0.018,-0.01,1.084,1.084,-1.91,0.0,11.9,5.8,,,,,,,,,,,,,,,,,,,,,,
