timestamp,pico_timestamp_ms,frame,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,raw_field_norm,accel_norm
1774622325.953363,8948016,79065,-0.122700000,0.095700000,0.204000000,0.067000000,0.000000000,-1.882000000,0.010000000,0.890000000,0.110000000,0.256573147,1.883192237
1774622326.053569,8948121,79066,-0.122700000,0.096700000,0.200000000,0.072000000,0.000000000,-1.000000000,0.010000000,-1.310000000,0.060000000,0.253783727,1.002588649
1774622326.158225,8948227,79067,-0.122000000,0.096700000,0.203300000,0.055000000,0.008000000,-1.874000000,0.010000000,-1.080000000,0.160000000,0.256058157,1.874823992
1774622326.265727,8948334,79068,-0.124300000,0.096700000,0.200700000,0.063000000,0.004000000,-1.871000000,0.240000000,0.000000000,0.260000000,0.255111485,1.872064636
1774622326.368368,8948439,79069,-0.120300000,0.098300000,0.210000000,0.047000000,0.000000000,-1.918000000,0.000000000,0.210000000,0.000000000,0.261218261,1.918575774
1774622326.476064,8948545,79070,-0.121000000,0.093300000,0.208300000,0.063000000,0.000000000,-1.000000000,0.120000000,0.980000000,0.120000000,0.258330757,1.001982535
1774622326.580052,8948649,79071,-0.122700000,0.092300000,0.203300000,0.051000000,0.000000000,-1.922000000,0.630000000,0.030000000,0.400000000,0.254765520,1.922676520
1774622326.687099,8948756,79072,-0.124300000,0.093300000,0.202300000,0.033000000,0.000000000,-1.932000000,0.120000000,0.980000000,0.060000000,0.255109134,1.932281812
1774622326.791022,8948861,79073,-0.125300000,0.091700000,0.202300000,0.004000000,0.001000000,-1.872000000,0.020000000,0.060000000,0.000000000,0.255018176,1.872004541
1774622326.900075,8948968,79074,-0.123700000,0.095700000,0.204000000,0.039000000,0.000000000,-1.931000000,0.490000000,0.490000000,0.030000000,0.257052874,1.931393797
1774622327.004611,8949075,79075,-0.119300000,0.093300000,0.205700000,0.070000000,0.000000000,-1.870000000,0.490000000,0.240000000,0.580000000,0.255440541,1.871309702
1774622327.112041,8949180,79076,-0.118700000,0.095000000,0.200700000,0.079000000,0.000000000,-1.000000000,0.000000000,0.130000000,0.380000000,0.251783995,1.003115646
1774622327.216570,8949286,79077,-0.123700000,0.096700000,0.201700000,0.073000000,0.000000000,-1.886000000,0.010000000,0.000000000,0.490000000,0.255608040,1.887412250
1774622327.322986,8949392,79078,-0.117000000,0.094000000,0.196000000,0.051000000,0.001000000,-1.863000000,0.030000000,0.020000000,0.610000000,0.246862310,1.863698205
1774622327.428874,8949499,79079,-0.124300000,0.095000000,0.203300000,0.062000000,0.000000000,-1.898000000,0.050000000,0.560000000,0.430000000,0.256527542,1.899012375
1774622327.534963,8949604,79080,-0.122000000,0.093300000,0.198700000,0.096000000,0.003000000,-1.862000000,0.500000000,-0.490000000,0.620000000,0.251138567,1.864475529
1774622327.641268,8949710,79081,-0.122700000,0.091700000,0.200000000,0.000000000,0.002000000,-0.997000000,0.030000000,0.120000000,0.210000000,0.251920980,0.997002006
1774622327.748102,8949816,79082,-0.124300000,0.093300000,0.202300000,0.064000000,0.001000000,-1.875000000,0.490000000,0.490000000,0.010000000,0.255109134,1.876092215
1774622327.852020,8949923,79083,-0.120300000,0.095000000,0.202300000,0.000000000,0.000000000,-1.873000000,0.000000000,2.080000000,0.040000000,0.253815642,1.873000000
1774622327.959399,8950028,79084,-0.121000000,0.087300000,0.216000000,0.020000000,0.021000000,-1.000000000,0.030000000,1.470000000,-0.980000000,0.262522932,1.000420412
1774622328.063960,8950133,79085,-0.122700000,0.070700000,0.224000000,0.002000000,0.010000000,-1.896000000,3.200000000,0.250000000,-0.480000000,0.265009019,1.896027426
1774622328.170676,8950240,79086,-0.117000000,0.044000000,0.234300000,-0.062000000,0.005000000,-1.917000000,3.420000000,0.080000000,0.200000000,0.265558826,1.918008863
1774622328.277700,8950347,79087,-0.116000000,0.017300000,0.248300000,0.065000000,0.000000000,-1.873000000,2.970000000,0.870000000,0.020000000,0.274605499,1.874127530
1774622328.382706,8950452,79088,-0.110300000,-0.017300000,0.258700000,0.010000000,0.001000000,-1.891000000,2.940000000,30.300000000,0.240000000,0.281764210,1.891026705
1774622328.489759,8950559,79089,-0.106000000,-0.021700000,0.262000000,0.188000000,0.008000000,-0.982000000,3.660000000,0.540000000,0.240000000,0.283462326,0.999865991
1774622328.595407,8950663,79090,-0.107000000,-0.045700000,0.268300000,0.025000000,0.000000000,-1.246000000,5.870000000,39.370000000,0.030000000,0.292442097,1.246250777
1774622328.700279,8950769,79091,-0.113700000,-0.054000000,0.266700000,0.016000000,-0.047000000,-0.966000000,0.060000000,1.220000000,-7.720000000,0.294911139,0.967275038
1774622328.807962,8950876,79092,-0.122000000,-0.067300000,0.268300000,0.020000000,0.004000000,-0.998000000,0.730000000,0.020000000,-15.440000000,0.302321319,0.998208395
1774622328.911734,8950982,79093,-0.112000000,-0.075700000,0.277700000,0.000000000,0.021000000,-0.979000000,3.340000000,4.310000000,0.250000000,0.308855597,0.979225204
1774622329.018452,8951088,79094,-0.114300000,-0.093300000,0.270000000,0.074000000,0.000000000,-0.936000000,0.060000000,0.210000000,0.020000000,0.307683896,0.938920657
1774622329.123831,8951194,79095,-0.110300000,-0.102300000,0.277000000,0.046000000,0.002000000,-0.996000000,0.000000000,3.310000000,0.500000000,0.315214816,0.997063689
