timestamp,dt_ms,laser_front_cm,sonar_front_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,rover_heading,target_bearing,laser_healthy,touch_x,touch_y,touch_conf,status_msg
1772271618.5316727,,999,135.6,False,False,0.014,0.004,0.926,0.926,0.27,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271618.792649,,999,135.6,False,False,-0.068,0.01,1.1,1.102,0.29,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271619.0694854,,999,135.6,False,False,-0.012,0.008,1.052,1.052,-0.57,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271619.3413217,,999,136.0,False,False,-0.036,-0.001,1.079,1.08,0.26,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271619.6023207,,999,135.6,False,False,-0.005,0.005,1.046,1.046,-0.29,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271619.8736916,,999,135.6,False,False,-0.047,-0.001,1.151,1.152,0.16,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271620.1450906,,999,135.6,False,False,-0.06,0.002,1.087,1.089,0.0,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271620.4062502,,999,135.6,False,False,-0.009,0.006,1.032,1.032,0.03,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271620.6778505,,999,136.0,False,False,-0.015,-0.005,1.021,1.021,0.23,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271620.950483,,999,136.0,False,False,0.009,0.007,0.977,0.977,0.55,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271621.2118402,,999,135.6,False,False,-0.025,0.006,1.142,1.143,0.13,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271621.4831247,,999,136.4,False,False,0.001,0.001,0.936,0.936,0.0,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271621.754294,,999,136.4,False,False,-0.004,0.013,1.055,1.055,0.33,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271622.015211,,999,136.8,False,False,-0.017,-0.006,1.026,1.026,-0.55,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271622.2866974,,999,136.0,False,False,-0.012,-0.001,1.041,1.041,-0.48,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271622.558395,,999,136.4,False,False,-0.049,-0.002,1.064,1.065,0.01,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271622.8194833,,999,136.4,False,False,-0.037,0.006,1.092,1.093,-0.22,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271623.090608,,999,136.0,False,False,0.001,0.003,0.965,0.965,0.26,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271623.3618834,,999,136.0,False,False,-0.004,0.005,1.02,1.02,0.36,0.0,12.16,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271623.623015,,156.4,139.4,False,False,0.016,0.004,0.948,0.948,0.26,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271623.8947976,,999,136.4,False,False,0.002,-0.002,0.991,0.991,-0.07,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271624.1663442,,999,136.4,False,False,0.006,0.001,0.994,0.994,0.36,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271624.4276483,,999,136.4,False,False,-0.053,-0.004,1.097,1.099,-0.1,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271624.668747,,,,,,,,,,,,,,TOUCH_TRACKING,,,,,,,,,,,,,,,,,,0.069,0.492,,TOUCH TARGET ACQUIRED
1772271624.7012067,,999,136.4,False,False,-0.057,-0.001,1.093,1.095,0.28,0.0,12.16,5.82,,,,,,,,,,,,,,,,,,,,,,
1772271624.7490733,,999,136.4,0,0,,,,1.09,0.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,0.0,CLEAR,100.0,0.0,40.0,0.0,40.0,40.0,0,0,0,0.2,0.2,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271624.7994576,,999,136.4,0,0,,,,1.09,0.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,64.0,-7.5,56.5,71.5,0,0,0,0.2,-4.3,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271624.850172,,999,136.4,0,0,,,,1.09,0.3,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,78.4,-7.5,70.9,85.9,0,0,0,0.2,-4.3,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271624.9005053,,999,136.4,0,0,,,,1.12,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-7.5,CLEAR,100.0,-7.5,87.0,-7.5,79.5,94.5,0,0,0,0.2,-4.3,1,,,1.0,>> HUNTING: TOUCH TARGET [100%]
1772271624.9510198,,999,136.4,0,0,,,,1.12,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-15.0,CLEAR,100.0,-15.0,92.2,-15.0,77.2,100.0,0,0,0,0.2,-8.8,1,,,0.909,>> HUNTING: TOUCH TARGET [100%]
1772271624.974854,,999,161.7,False,False,-0.047,0.006,1.117,1.118,0.07,0.0,12.01,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271625.0023751,,999,161.7,0,0,,,,1.12,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-15.0,CLEAR,100.0,-15.0,95.3,-15.0,80.3,100.0,0,0,0,0.2,-8.8,1,,,0.909,>> HUNTING: TOUCH TARGET [100%]
1772271625.0528576,,999,161.7,0,0,,,,1.07,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-15.0,CLEAR,100.0,-15.0,97.2,-15.0,82.2,100.0,0,0,0,0.2,-8.8,1,,,0.909,>> HUNTING: TOUCH TARGET [100%]
1772271625.1032379,,999,161.7,0,0,,,,1.07,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-15.0,CLEAR,100.0,-15.0,98.3,-15.0,83.3,100.0,0,0,0,0.3,-8.7,1,,,0.909,>> HUNTING: TOUCH TARGET [100%]
1772271625.153664,,999,131.8,0,0,,,,1.07,0.1,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-22.5,CLEAR,100.0,-22.5,99.0,-22.5,76.5,100.0,0,0,0,0.3,-13.2,1,,,0.823,>> HUNTING: TOUCH TARGET [100%]
1772271625.2053914,,999,131.8,0,0,,,,0.86,-9.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-22.5,CLEAR,100.0,-22.5,99.4,-22.5,77.1,100.0,0,0,0,-0.2,-13.7,1,,,0.823,>> HUNTING: TOUCH TARGET [100%]
1772271625.2356021,,999,131.8,False,False,0.055,0.129,0.844,0.856,-9.77,0.0,11.4,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271625.255738,,999,131.8,0,0,,,,0.86,-9.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-22.5,CLEAR,100.0,-22.5,99.6,-22.5,77.4,100.0,0,0,0,-0.7,-14.2,1,,,0.823,>> HUNTING: TOUCH TARGET [100%]
1772271625.3061073,,999,125.8,0,0,,,,0.86,-9.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-22.5,CLEAR,100.0,-22.5,99.8,-22.5,77.5,100.0,0,0,0,-1.2,-14.7,1,,,0.823,>> HUNTING: TOUCH TARGET [100%]
1772271625.359692,,999,125.8,0,0,,,,1.03,-7.9,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-30.0,CLEAR,100.0,-30.0,99.9,-30.0,70.0,100.0,0,0,0,-1.6,-19.6,1,,,0.733,>> HUNTING: TOUCH TARGET [100%]
1772271625.4115505,,999,125.8,0,0,,,,1.03,-7.9,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-30.0,CLEAR,100.0,-30.0,99.9,-30.0,70.1,100.0,0,0,0,-2.1,-20.1,1,,,0.733,>> HUNTING: TOUCH TARGET [100%]
1772271625.4619105,,999,119.2,0,0,,,,1.03,-7.9,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-30.0,AWARE,99.6,-16.6,99.7,-16.6,83.3,100.0,0,0,0,-2.5,-20.5,1,,,0.733,>> HUNTING: TOUCH TARGET [100%] [AWARE 119cm]
1772271625.5054715,,999,119.2,False,False,-0.061,0.0,1.015,1.017,7.76,0.0,11.74,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271625.5123334,,999,119.2,0,0,,,,1.02,7.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,6400,-30.0,AWARE,99.6,-16.6,99.6,-16.6,82.7,100.0,0,0,0,-2.1,-20.1,1,,,0.733,>> HUNTING: TOUCH TARGET [100%] [AWARE 119cm]
1772271625.5627203,,999,119.2,0,0,,,,1.02,7.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,9216,-37.5,AWARE,99.6,-20.8,99.6,-20.8,78.6,100.0,0,0,0,-1.7,-24.2,1,,,0.529,>> HUNTING: TOUCH TARGET [100%] [AWARE 119cm]
1772271625.6151896,,999,111.0,0,0,,,,1.02,7.8,,,,TOUCH_TRACKING,TOUCH TARGET,1,9216,-37.5,AWARE,95.5,-22.2,96.3,-22.2,73.9,100.0,0,0,0,-1.3,-23.8,1,,,0.529,>> HUNTING: TOUCH TARGET [100%] [AWARE 111cm]
1772271625.665532,,999,111.0,0,0,,,,0.82,-1.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,9216,-37.5,AWARE,95.5,-22.2,95.7,-22.2,73.5,100.0,0,0,0,-1.3,-23.8,1,,,0.529,>> HUNTING: TOUCH TARGET [100%] [AWARE 111cm]
1772271625.7167501,,999,111.0,0,0,,,,0.82,-1.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,9216,-37.5,AWARE,95.5,-22.2,95.5,-22.2,73.3,100.0,0,0,0,-1.4,-23.9,1,,,0.529,>> HUNTING: TOUCH TARGET [100%] [AWARE 111cm]
1772271625.773416,,999,104.4,False,False,0.229,-0.057,0.502,0.555,-0.51,147.0,11.76,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271625.773856,,999,104.4,0,0,,,,0.55,-0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,10201,-45.0,AWARE,92.2,-27.5,92.9,-27.5,65.3,100.0,0,0,0,-1.5,-28.5,1,,,0.55,>> HUNTING: TOUCH TARGET [100%] [AWARE 104cm]
1772271625.8242195,,132.7,104.4,0,0,,,,0.55,-0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,10201,-45.0,AWARE,92.2,-27.5,92.3,-27.5,64.8,100.0,0,0,0,-1.5,-28.5,1,,,0.55,>> HUNTING: TOUCH TARGET [100%] [AWARE 104cm]
1772271625.874702,,132.7,104.4,0,0,,,,0.55,-0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,10201,-45.0,AWARE,92.2,-27.5,92.2,-27.5,64.7,100.0,0,0,0,-1.5,-28.5,1,,,0.55,>> HUNTING: TOUCH TARGET [100%] [AWARE 104cm]
1772271625.9305103,,999,104.4,0,0,,,,0.55,-0.5,,,,TOUCH_TRACKING,TOUCH TARGET,1,10201,-45.0,AWARE,92.2,-27.5,92.2,-27.5,64.7,100.0,0,0,0,-1.5,-28.5,1,,,0.55,>> HUNTING: TOUCH TARGET [100%] [AWARE 104cm]
1772271625.9834545,,999,96.6,0,0,,,,1.09,3.0,,,,TOUCH_TRACKING,TOUCH TARGET,1,7921,-52.5,AWARE,88.3,-33.0,89.1,-33.0,56.0,100.0,0,0,0,-1.4,-32.9,1,,,0.553,>> HUNTING: TOUCH TARGET [100%] [AWARE 97cm]
1772271626.0339963,,999,96.6,False,False,-0.157,0.241,1.05,1.089,3.03,147.0,11.76,5.81,,,,,,,,,,,,,,,,,,,,,,
1772271626.0342155,,999,96.6,0,0,,,,1.09,3.0,,,,TOUCH_TRACKING,TOUCH TARGET,1,7921,-52.5,AWARE,88.3,-33.0,88.5,-33.0,55.4,100.0,0,0,0,-1.2,-32.7,1,,,0.553,>> HUNTING: TOUCH TARGET [100%] [AWARE 97cm]
1772271626.0845165,,999,96.6,0,0,,,,1.09,3.0,,,,TOUCH_TRACKING,TOUCH TARGET,1,7921,-52.5,AWARE,88.3,-33.0,88.3,-33.0,55.2,100.0,0,0,0,-1.1,-32.6,1,,,0.553,>> HUNTING: TOUCH TARGET [100%] [AWARE 97cm]
1772271626.1429255,,999,88.8,0,0,,,,0.56,-6.7,,,,TOUCH_TRACKING,TOUCH TARGET,1,7921,-52.5,AWARE,84.4,-34.4,85.2,-34.4,50.9,100.0,0,0,0,-1.5,-33.0,1,,,0.553,>> HUNTING: TOUCH TARGET [100%] [AWARE 89cm]
