timestamp,dt_ms,laser_front_cm,sonar_rear_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,status_msg
1772262734.527597,,999,76.6,False,False,-0.006,0.013,1.015,1.015,0.09,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262734.792074,,999,76.5,False,False,-0.059,-0.003,1.145,1.147,-0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262735.0499563,,999,76.5,False,False,-0.026,0.001,1.076,1.076,-0.54,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262735.314355,,999,76.5,False,False,-0.001,0.015,0.982,0.982,0.1,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262735.5810738,,999,76.5,False,False,-0.019,0.002,1.033,1.033,0.11,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262735.8392146,,999,76.1,False,False,-0.053,-0.0,1.1,1.101,0.31,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262736.103749,,999,76.6,False,False,-0.079,0.005,1.154,1.157,-0.23,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262736.3692992,,999,76.6,False,False,-0.02,0.009,1.014,1.014,0.12,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262736.6272461,,999,76.6,False,False,-0.012,-0.001,1.029,1.029,0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262736.8920252,,999,76.5,False,False,-0.071,0.002,1.12,1.122,-0.18,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262737.1565416,,106.4,76.5,False,False,-0.03,0.023,1.051,1.052,0.0,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262737.4147027,,999,76.6,False,False,-0.001,0.011,0.986,0.986,0.12,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262737.6797256,,999,76.6,False,False,-0.03,0.004,1.051,1.052,0.09,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262737.9459229,,999,76.6,False,False,0.013,-0.006,0.99,0.99,0.74,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262738.2048612,,999,76.6,False,False,0.004,0.007,0.992,0.992,0.11,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262738.4695055,,999,76.6,False,False,-0.051,0.009,1.121,1.122,-0.46,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262738.7357793,,999,76.6,False,False,-0.005,0.01,1.011,1.011,0.14,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262738.9935563,,999,76.5,False,False,-0.019,0.004,1.032,1.032,0.17,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262739.2579923,,999,76.5,False,False,-0.005,-0.002,1.0,1.0,0.23,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262739.5236282,,999,76.6,False,False,0.002,0.004,1.002,1.002,-0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262739.7829325,,999,76.5,False,False,-0.015,-0.009,1.026,1.026,0.31,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262740.0480528,,999,76.6,False,False,-0.006,0.004,0.999,0.999,0.68,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262740.3133194,,999,76.6,False,False,0.02,0.016,0.984,0.984,-0.4,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262740.5729322,,999,76.5,False,False,-0.042,-0.007,1.111,1.112,-0.24,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262740.8402321,,999,76.1,False,False,0.027,-0.004,0.949,0.95,-0.01,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262741.1052103,,999,76.1,False,False,-0.004,0.01,1.031,1.031,0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262741.3631508,,999,76.1,False,False,-0.051,-0.01,1.097,1.098,-0.01,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262741.6284368,,999,76.1,False,False,-0.066,0.014,1.134,1.136,-0.38,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262741.8943744,,999,76.1,False,False,0.02,-0.008,0.968,0.968,-0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262742.1532118,,96.1,75.7,False,False,-0.048,-0.0,1.077,1.078,-0.03,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262742.4183428,,999,76.6,False,False,-0.005,-0.006,1.041,1.041,-0.29,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262742.6842005,,999,76.6,False,False,0.003,-0.005,1.029,1.029,-0.25,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262742.9439073,,999,76.6,False,False,0.001,0.002,1.026,1.026,0.0,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262743.208619,,999,76.6,False,False,-0.027,-0.0,1.049,1.049,-0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262743.4731796,,999,76.6,False,False,-0.059,-0.003,1.108,1.11,-0.23,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262743.7312167,,999,76.6,False,False,-0.051,-0.006,1.088,1.089,0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262743.9959753,,999,76.5,False,False,-0.014,0.009,1.013,1.013,-0.05,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262744.2606008,,999,76.8,False,False,-0.029,0.017,1.03,1.031,0.15,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262744.518665,,999,75.2,False,False,-0.009,0.003,1.02,1.02,0.32,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262744.7838216,,999,76.5,False,False,0.005,-0.008,0.994,0.994,0.68,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262745.0486643,,999,76.1,False,False,-0.017,-0.006,1.033,1.033,0.1,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262745.3070493,,999,76.5,False,False,-0.008,0.005,0.99,0.99,0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262745.572574,,999,76.5,False,False,0.015,0.002,0.999,0.999,-0.42,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262745.8382118,,999,76.5,False,False,0.02,0.01,0.975,0.975,-0.3,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262746.0963068,,999,76.1,False,False,-0.013,-0.002,1.029,1.029,0.2,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262746.3612406,,999,76.6,False,False,-0.027,0.004,1.089,1.089,-0.61,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262746.6262069,,999,76.6,False,False,0.015,0.001,0.984,0.984,-0.29,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262746.8867326,,999,76.6,False,False,0.049,-0.005,0.921,0.922,-0.43,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262747.1527784,,999,76.1,False,False,-0.023,0.012,1.011,1.011,0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262747.4176173,,999,76.5,False,False,0.024,-0.003,0.965,0.965,-0.48,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262747.676064,,999,76.5,False,False,0.02,-0.018,0.974,0.974,-0.13,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262747.941154,,999,76.6,False,False,-0.033,0.024,1.063,1.064,-0.14,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262748.2070515,,114.0,76.5,False,False,-0.018,0.004,1.052,1.052,-0.84,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262748.4660697,,999,76.5,False,False,0.03,-0.005,0.964,0.965,0.22,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262748.7332928,,999,79.2,False,False,0.008,-0.009,0.985,0.985,0.72,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262748.998948,,999,76.5,False,False,-0.071,0.006,1.143,1.145,-0.35,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262749.258434,,999,68.1,False,False,-0.028,0.01,1.086,1.087,-0.45,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262749.5234168,,999,76.1,False,False,0.003,-0.002,1.029,1.029,0.08,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262749.7884874,,999,76.5,False,False,-0.034,0.008,1.053,1.054,-0.06,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262750.0478072,,999,77.1,False,False,-0.066,-0.0,1.125,1.127,-0.29,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262750.312882,,999,76.5,False,False,-0.022,-0.007,1.065,1.065,-0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262750.5781584,,999,76.6,False,False,0.006,-0.003,1.021,1.021,-0.03,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262750.8364587,,999,76.6,False,False,-0.014,-0.004,1.033,1.033,0.32,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262751.1013534,,999,76.6,False,False,-0.065,0.008,1.139,1.141,-0.32,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262751.366564,,999,75.2,False,False,-0.048,0.008,1.112,1.113,-0.5,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262751.6245148,,999,76.6,False,False,-0.009,-0.008,1.019,1.019,0.22,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262751.8888614,,999,75.6,False,False,-0.002,-0.01,1.005,1.005,0.58,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262752.1532643,,999,76.6,False,False,0.009,-0.0,1.007,1.007,0.32,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262752.411305,,999,76.6,False,False,-0.041,0.001,1.086,1.087,0.04,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262752.6763797,,999,76.5,False,False,-0.043,0.007,1.109,1.11,-0.71,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262752.9422305,,999,76.5,False,False,-0.031,-0.002,1.048,1.049,-0.18,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262753.2005744,,999,76.5,False,False,-0.024,-0.0,1.044,1.044,-0.21,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262753.4653177,,999,76.6,False,False,-0.016,0.001,1.019,1.019,0.44,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262753.7309902,,999,76.5,False,False,0.004,-0.0,1.014,1.014,0.63,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262753.988821,,999,76.6,False,False,0.013,-0.006,1.008,1.008,-0.25,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262754.2538977,,999,76.5,False,False,0.004,-0.001,0.986,0.986,0.08,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262754.5185447,,999,76.6,False,False,-0.035,0.008,1.044,1.045,0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262754.7766845,,999,76.8,False,False,0.003,0.002,0.995,0.995,0.45,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262755.04224,,999,76.5,False,False,-0.004,-0.008,1.033,1.033,-0.21,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262755.3067992,,999,76.6,False,False,0.011,-0.0,1.001,1.001,-0.63,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262755.566016,,999,76.5,False,False,-0.01,0.002,0.987,0.987,0.17,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262755.8307295,,999,76.5,False,False,0.004,-0.021,1.013,1.013,-0.03,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262756.095207,,999,76.6,False,False,0.001,-0.004,1.027,1.027,0.42,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262756.3540893,,999,76.5,False,False,0.019,-0.003,1.001,1.001,0.52,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262756.619128,,999,76.6,False,False,-0.077,0.001,1.133,1.136,-0.17,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262756.8850167,,999,76.6,False,False,-0.01,-0.012,1.032,1.032,-0.29,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262757.1438553,,999,76.5,False,False,0.012,-0.002,0.996,0.996,0.3,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262757.409237,,999,76.6,False,False,-0.083,0.007,1.162,1.165,-0.32,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262757.67442,,999,76.5,False,False,-0.05,0.012,1.123,1.124,-0.64,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262757.9322376,,999,77.0,False,False,0.013,-0.006,1.012,1.012,-0.17,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262758.1975217,,999,76.6,False,False,-0.015,-0.006,1.027,1.027,0.39,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262758.4622555,,999,76.6,False,False,0.008,-0.009,0.994,0.994,-0.55,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262758.7205968,,999,76.5,False,False,0.001,0.016,1.009,1.009,-0.28,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262758.9857833,,999,77.0,False,False,-0.006,-0.005,1.041,1.041,0.26,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262759.2511895,,999,74.6,False,False,-0.04,-0.006,1.113,1.114,0.12,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262759.510605,,999,77.0,False,False,-0.044,-0.01,1.118,1.119,-0.8,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262759.7755277,,999,77.0,False,False,0.007,-0.002,1.019,1.019,-0.32,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262760.0402315,,999,77.0,False,False,-0.022,-0.007,1.032,1.032,0.37,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262760.2988877,,999,77.0,False,False,-0.05,-0.004,1.104,1.105,-0.17,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262760.5651767,,999,77.0,False,False,0.004,-0.007,1.0,1.0,-0.06,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262760.8300884,,999,77.0,False,False,-0.023,-0.0,1.052,1.052,0.08,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262761.088687,,999,61.3,False,False,-0.058,0.003,1.125,1.127,-0.65,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262761.3544261,,999,77.0,False,False,-0.048,-0.005,1.118,1.119,-0.19,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262761.6192095,,999,77.0,False,False,0.036,-0.013,0.957,0.958,-0.12,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262761.8784685,,999,77.0,False,False,-0.01,0.009,0.988,0.988,0.38,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262762.1433196,,999,77.0,False,False,-0.053,-0.004,1.116,1.117,0.21,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262762.4083989,,999,76.6,False,False,-0.018,-0.0,1.066,1.066,-0.51,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262762.6663098,,999,76.6,False,False,-0.03,0.002,1.063,1.064,-0.01,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262762.9325736,,999,76.5,False,False,-0.056,0.003,1.131,1.133,-0.29,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262763.1981847,,999,76.5,False,False,0.001,-0.01,1.021,1.021,-0.41,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262763.4562223,,999,76.5,False,False,-0.059,-0.006,1.126,1.128,0.01,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262763.7212062,,999,76.5,False,False,-0.035,-0.007,1.095,1.096,-0.6,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262763.9876623,,999,76.6,False,False,-0.005,0.006,1.027,1.027,-0.03,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262764.2464297,,999,76.6,False,False,-0.046,0.023,1.076,1.077,-0.03,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262764.5112789,,999,76.6,False,False,0.008,-0.012,1.025,1.025,-0.5,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262764.7761102,,999,76.6,False,False,-0.01,-0.011,1.037,1.037,0.38,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262765.0342305,,999,76.6,False,False,-0.034,0.016,1.046,1.047,0.23,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262765.3009644,,999,76.6,False,False,0.029,-0.017,0.95,0.951,0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262765.5655634,,999,76.6,False,False,0.031,-0.009,0.942,0.943,0.78,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262765.8259826,,999,76.6,False,False,-0.004,0.008,1.003,1.003,0.21,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262766.0909631,,999,76.6,False,False,0.029,-0.006,0.967,0.968,-0.44,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262766.356692,,80.5,76.6,False,False,-0.004,0.001,1.027,1.027,-0.08,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262766.6146488,,999,76.6,False,False,0.03,-0.018,0.952,0.953,0.93,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262766.8792062,,999,77.0,False,False,-0.031,0.009,1.093,1.094,-0.6,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262767.1449635,,999,77.0,False,False,-0.024,0.004,1.064,1.064,-0.7,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262767.4031763,,999,76.3,False,False,0.015,0.004,0.986,0.986,0.26,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262767.6676242,,999,76.6,False,False,-0.015,-0.003,1.021,1.021,0.47,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262767.9329987,,999,76.6,False,False,-0.014,-0.023,1.048,1.048,-0.45,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262768.191596,,999,76.6,False,False,-0.004,-0.005,1.034,1.034,0.29,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262768.4564989,,999,77.0,False,False,-0.017,0.007,1.014,1.014,0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262768.7211387,,999,77.0,False,False,0.015,-0.005,0.991,0.991,-0.38,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262768.9787958,,999,76.5,False,False,0.022,0.016,0.978,0.978,-0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262769.2433147,,999,76.6,False,False,-0.01,-0.001,1.006,1.006,0.28,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262769.5080197,,999,77.3,False,False,-0.038,0.005,1.116,1.117,-0.55,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262769.7662735,,999,76.7,False,False,0.011,-0.0,0.997,0.997,-0.38,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262770.0319488,,999,76.7,False,False,-0.021,-0.003,1.071,1.071,-0.68,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262770.296751,,999,76.6,False,False,-0.005,0.005,0.997,0.997,0.36,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262770.554579,,999,77.0,False,False,-0.019,-0.007,1.031,1.031,0.23,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262770.821343,,999,76.6,False,False,0.007,0.006,1.016,1.016,-0.48,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262771.0862017,,999,76.7,False,False,0.007,0.001,0.979,0.979,0.33,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262771.3457346,,999,89.5,False,False,-0.044,0.008,1.085,1.086,-0.18,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262771.6104703,,999,76.5,False,False,-0.051,0.006,1.122,1.123,-0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262771.8754337,,999,76.6,False,False,-0.032,0.009,1.077,1.078,-0.68,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262772.133618,,999,76.6,False,False,-0.016,0.006,1.015,1.015,0.15,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262772.398916,,999,76.6,False,False,-0.034,0.011,1.041,1.042,0.06,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262772.6637578,,999,76.6,False,False,-0.012,0.005,1.03,1.03,0.14,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262772.922255,,999,65.1,False,False,-0.032,0.005,1.054,1.055,0.11,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262773.1868675,,999,76.6,False,False,-0.008,0.011,0.986,0.986,0.1,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262773.4524877,,999,76.6,False,False,-0.037,-0.002,1.073,1.074,0.13,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262773.7109509,,999,76.5,False,False,-0.004,-0.008,1.02,1.02,0.58,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262773.9772136,,999,76.6,False,False,0.005,-0.007,1.014,1.014,0.32,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262774.2435968,,999,76.5,False,False,-0.015,0.004,1.005,1.005,0.15,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262774.501905,,999,76.6,False,False,0.018,-0.002,0.958,0.958,-0.61,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262774.7675872,,999,76.6,False,False,0.013,-0.006,0.983,0.983,-0.12,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262775.0329838,,999,86.4,False,False,0.01,0.016,1.004,1.004,-0.52,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262775.2909281,,999,76.6,False,False,-0.014,0.008,1.01,1.01,-0.15,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262775.5561073,,999,76.6,False,False,0.011,0.001,0.993,0.993,-0.52,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262775.8222368,,999,77.0,False,False,-0.001,-0.002,1.018,1.018,-0.24,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262776.0800345,,999,76.6,False,False,-0.008,-0.009,1.036,1.036,0.48,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262776.3456178,,999,76.5,False,False,-0.007,-0.013,1.031,1.031,-0.27,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262776.6102285,,999,76.6,False,False,0.025,-0.003,0.969,0.969,0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262776.8681498,,999,76.6,False,False,0.008,-0.001,0.965,0.965,0.39,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262777.1324778,,999,76.5,False,False,0.002,-0.005,1.034,1.034,-0.56,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262777.3972847,,999,76.6,False,False,0.03,0.004,0.97,0.971,-0.39,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262777.6551094,,999,76.6,False,False,0.001,0.001,1.034,1.034,0.3,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262777.9211984,,999,76.5,False,False,-0.063,-0.006,1.123,1.125,-0.15,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262778.1856472,,999,76.5,False,False,0.029,-0.016,0.957,0.958,0.0,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262778.443388,,999,75.7,False,False,0.048,-0.018,0.914,0.916,0.75,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262778.7076685,,999,76.5,False,False,0.007,-0.007,1.028,1.028,0.36,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262778.9732108,,999,60.7,False,False,-0.033,-0.003,1.057,1.058,-0.1,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262779.2318087,,999,77.5,False,False,-0.022,0.008,1.086,1.086,-0.62,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262779.4972034,,999,76.5,False,False,0.002,-0.013,1.028,1.028,-0.28,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262779.7622259,,999,76.5,False,False,-0.003,0.013,0.983,0.983,-0.01,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262780.0206788,,999,76.5,False,False,-0.03,0.001,1.034,1.035,0.16,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262780.2883387,,999,77.7,False,False,-0.049,-0.004,1.096,1.097,-0.17,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262780.553826,,999,76.5,False,False,0.023,-0.005,0.947,0.947,0.71,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262780.8117683,,999,76.6,False,False,-0.005,0.012,0.997,0.997,0.05,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262781.0761096,,999,77.0,False,False,-0.023,0.011,1.017,1.017,0.02,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262781.3406043,,999,77.0,False,False,0.016,-0.008,0.987,0.987,-0.05,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262781.5988204,,999,76.6,False,False,0.04,0.004,0.927,0.928,-0.55,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262781.8636372,,999,77.0,False,False,-0.025,0.003,1.047,1.047,0.09,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262782.1292958,,999,76.5,False,False,-0.014,-0.006,1.031,1.031,0.2,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262782.3872433,,999,76.6,False,False,0.001,0.004,1.018,1.018,-0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262782.6518104,,999,76.5,False,False,0.048,-0.002,0.913,0.914,0.59,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262782.9179137,,999,76.6,False,False,-0.015,-0.007,1.025,1.025,0.28,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262783.1761985,,999,76.2,False,False,0.019,-0.001,0.966,0.966,-0.55,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262783.441107,,999,76.6,False,False,0.014,0.004,0.997,0.997,0.23,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262783.706339,,999,65.2,False,False,-0.004,-0.013,1.019,1.019,0.36,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262783.9645624,,999,77.0,False,False,-0.011,0.005,1.049,1.049,-0.51,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262784.2299008,,999,76.6,False,False,-0.055,-0.002,1.131,1.132,-0.42,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262784.494405,,999,76.6,False,False,0.01,-0.012,0.98,0.98,-0.03,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262784.7536185,,999,77.0,False,False,-0.009,-0.003,0.997,0.997,0.23,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262785.019871,,999,77.0,False,False,-0.05,-0.005,1.097,1.098,0.07,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262785.284552,,999,76.6,False,False,-0.025,0.003,1.044,1.044,-0.22,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262785.5429296,,999,76.6,False,False,0.003,0.011,1.024,1.024,-0.1,0.0,12.21,5.82,,,,,,,,,,,,,,,,
1772262785.8078823,,999,76.6,False,False,-0.018,0.001,1.047,1.047,-0.07,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262786.0731294,,999,79.4,False,False,0.011,-0.006,1.022,1.022,-0.01,0.0,12.21,5.83,,,,,,,,,,,,,,,,
1772262786.3310735,,999,76.6,False,False,0.016,-0.001,0.966,0.966,0.54,0.0,12.21,5.83,,,,,,,,,,,,,,,,
