timestamp,dt_ms,laser_front_cm,sonar_front_cm,ir_left,ir_right,accel_x,accel_y,accel_z,accel_mag,gyro_z,rpm,battery_v,current_a,vision_mode,target_name,target_found,target_bbox_area,vision_steer_pull,avoid_state,raw_throttle,raw_steering,smooth_throttle,smooth_steering,motor_L,motor_R,sweep_active,sweep_esc_angle,sweep_esc_dist,rover_heading,target_bearing,laser_healthy,touch_x,touch_y,touch_conf,status_msg
1772461405.880297,,100,74.6,False,False,0.007,-0.006,0.948,0.948,-0.3,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461406.1387904,,100,76.5,False,False,-0.009,-0.013,1.058,1.058,-0.24,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461406.4034243,,100,76.5,False,False,-0.022,0.016,1.075,1.075,-0.05,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461406.6681666,,100,74.9,False,False,-0.005,0.026,0.98,0.98,-0.54,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461406.9266846,,100,77.5,False,False,0.012,-0.018,0.952,0.952,-0.08,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461407.1940866,,100,77.3,False,False,-0.01,-0.006,1.087,1.087,-0.7,0.0,11.9,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461407.4593084,,100,78.6,False,False,-0.017,-0.014,1.053,1.053,0.53,0.0,11.9,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461407.7187712,,100,78.3,False,False,0.015,0.014,0.979,0.979,0.14,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461407.983391,,100,77.2,False,False,0.026,0.031,0.961,0.961,-0.53,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461408.249033,,100,78.3,False,False,-0.02,-0.012,1.036,1.036,0.43,0.0,11.89,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461408.5072029,,100,78.3,False,False,-0.051,-0.001,1.167,1.168,-1.73,0.0,11.9,5.81,,,,,,,,,,,,,,,,,,,,,,
1772461408.7719784,,100,79.2,False,False,-0.023,0.021,1.101,1.101,-0.72,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461409.037089,,193.4,80.4,False,False,0.001,0.024,0.982,0.982,-1.07,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461409.2965944,,193.4,76.1,False,False,0.015,-0.019,0.934,0.934,1.05,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461409.561565,,193.4,76.1,False,False,-0.005,-0.018,0.986,0.986,0.51,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461409.826535,,194.88,79.8,False,False,-0.03,-0.007,1.119,1.119,-1.25,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461410.0844862,,195.62,79.5,False,False,0.003,0.027,0.981,0.981,0.57,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461410.3507028,,195.62,79.5,False,False,-0.006,0.024,0.992,0.992,0.11,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461410.617167,,195.62,80.0,False,False,0.007,0.017,0.984,0.984,-0.76,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461410.8765614,,195.62,80.4,False,False,0.015,-0.004,0.933,0.933,-0.06,0.0,11.9,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461411.1418555,,195.62,76.7,False,False,-0.02,-0.007,1.039,1.039,0.78,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461411.4066856,,195.62,78.7,False,False,-0.013,-0.009,1.072,1.072,-0.35,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461411.6644356,,195.62,78.7,False,False,-0.034,0.023,1.153,1.153,-0.46,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461411.9289136,,195.62,77.9,False,False,0.005,0.024,0.991,0.991,0.02,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461412.193338,,195.62,77.9,False,False,-0.017,0.028,1.016,1.016,-0.49,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461412.4517565,,195.62,74.5,False,False,-0.006,-0.027,0.961,0.961,0.91,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461412.721683,,195.62,169.6,False,False,-0.035,-0.001,1.097,1.097,-1.06,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461412.9859579,,195.62,76.0,False,False,-0.016,0.005,1.101,1.101,-1.31,0.0,11.89,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461413.2445474,,195.62,77.8,False,False,0.021,0.034,0.983,0.983,0.36,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461413.5093002,,195.62,77.5,False,False,-0.0,0.001,0.969,0.969,-0.15,0.0,11.89,5.82,,,,,,,,,,,,,,,,,,,,,,
1772461413.7743974,,195.62,83.1,False,False,-0.014,-0.016,1.029,1.029,0.06,0.0,11.9,5.83,,,,,,,,,,,,,,,,,,,,,,
1772461414.0327954,,195.62,80.1,False,False,0.013,0.018,0.979,0.979,0.14,0.0,11.9,5.82,,,,,,,,,,,,,,,,,,,,,,
